# ell   TT    EE     BB    TE    PP    TP    EP
  2832   4.1357037e+01   1.9604742e+00   0.0000000e+00  -9.6793066e-01   1.0666481e-09   4.8129644e-14   3.7439524e-15
  2833   4.1184108e+01   1.9648555e+00   0.0000000e+00  -9.8527524e-01   1.0659206e-09   4.7934069e-14   3.7476243e-15
  2834   4.1013370e+01   1.9691235e+00   0.0000000e+00  -1.0030128e+00   1.0651937e-09   4.7740001e-14   3.7508935e-15
  2835   4.0844817e+01   1.9732686e+00   0.0000000e+00  -1.0211360e+00   1.0644674e-09   4.7547461e-14   3.7537621e-15
  2836   4.0678543e+01   1.9772914e+00   0.0000000e+00  -1.0396373e+00   1.0637419e-09   4.7356448e-14   3.7562303e-15
  2837   4.0514443e+01   1.9811923e+00   0.0000000e+00  -1.0584863e+00   1.0630170e-09   4.7166983e-14   3.7583003e-15
  2838   4.0352511e+01   1.9849618e+00   0.0000000e+00  -1.0776925e+00   1.0622927e-09   4.6979064e-14   3.7599724e-15
  2839   4.0192843e+01   1.9886004e+00   0.0000000e+00  -1.0972354e+00   1.0615691e-09   4.6792713e-14   3.7612486e-15
  2840   4.0035332e+01   1.9920986e+00   0.0000000e+00  -1.1171047e+00   1.0608462e-09   4.6607928e-14   3.7621292e-15
  2841   3.9880073e+01   1.9954768e+00   0.0000000e+00  -1.1372799e+00   1.0601239e-09   4.6424730e-14   3.7626163e-15
  2842   3.9727061e+01   1.9987155e+00   0.0000000e+00  -1.1577605e+00   1.0594023e-09   4.6243118e-14   3.7627101e-15
  2843   3.9576391e+01   2.0018152e+00   0.0000000e+00  -1.1785261e+00   1.0586814e-09   4.6063112e-14   3.7624129e-15
  2844   3.9427855e+01   2.0047763e+00   0.0000000e+00  -1.1995561e+00   1.0579611e-09   4.5884712e-14   3.7617248e-15
  2845   3.9281651e+01   2.0075894e+00   0.0000000e+00  -1.2208603e+00   1.0572414e-09   4.5707939e-14   3.7606480e-15
  2846   3.9137571e+01   2.0102650e+00   0.0000000e+00  -1.2423981e+00   1.0565224e-09   4.5532791e-14   3.7591827e-15
  2847   3.8995910e+01   2.0128034e+00   0.0000000e+00  -1.2641790e+00   1.0558039e-09   4.5359278e-14   3.7573302e-15
  2848   3.8856463e+01   2.0151853e+00   0.0000000e+00  -1.2861827e+00   1.0550862e-09   4.5187426e-14   3.7550929e-15
  2849   3.8719224e+01   2.0174310e+00   0.0000000e+00  -1.3083887e+00   1.0543692e-09   4.5017229e-14   3.7524707e-15
  2850   3.8584189e+01   2.0195211e+00   0.0000000e+00  -1.3307964e+00   1.0536528e-09   4.4848707e-14   3.7494656e-15
  2851   3.8451451e+01   2.0214559e+00   0.0000000e+00  -1.3533858e+00   1.0529371e-09   4.4681859e-14   3.7460783e-15
  2852   3.8321008e+01   2.0232361e+00   0.0000000e+00  -1.3761576e+00   1.0522220e-09   4.4516697e-14   3.7423121e-15
  2853   3.8192757e+01   2.0248719e+00   0.0000000e+00  -1.3990828e+00   1.0515076e-09   4.4353210e-14   3.7381687e-15
  2854   3.8066694e+01   2.0263440e+00   0.0000000e+00  -1.4221624e+00   1.0507938e-09   4.4191412e-14   3.7336518e-15
  2855   3.7942918e+01   2.0276526e+00   0.0000000e+00  -1.4453775e+00   1.0500807e-09   4.4031290e-14   3.7287632e-15
  2856   3.7821325e+01   2.0288084e+00   0.0000000e+00  -1.4687290e+00   1.0493682e-09   4.3872858e-14   3.7235065e-15
  2857   3.7702012e+01   2.0298116e+00   0.0000000e+00  -1.4921880e+00   1.0486563e-09   4.3716105e-14   3.7178834e-15
  2858   3.7584877e+01   2.0306429e+00   0.0000000e+00  -1.5157556e+00   1.0479451e-09   4.3561042e-14   3.7118977e-15
  2859   3.7469917e+01   2.0313125e+00   0.0000000e+00  -1.5394227e+00   1.0472346e-09   4.3407659e-14   3.7055511e-15
  2860   3.7357228e+01   2.0318210e+00   0.0000000e+00  -1.5631704e+00   1.0465247e-09   4.3255969e-14   3.6988471e-15
  2861   3.7246709e+01   2.0321689e+00   0.0000000e+00  -1.5869896e+00   1.0458154e-09   4.3105961e-14   3.6917877e-15
  2862   3.7138356e+01   2.0323465e+00   0.0000000e+00  -1.6108714e+00   1.0451068e-09   4.2957645e-14   3.6843764e-15
  2863   3.7032166e+01   2.0323643e+00   0.0000000e+00  -1.6347969e+00   1.0443988e-09   4.2811014e-14   3.6766150e-15
  2864   3.6928136e+01   2.0322128e+00   0.0000000e+00  -1.6587669e+00   1.0436915e-09   4.2666077e-14   3.6685072e-15
  2865   3.6826264e+01   2.0318925e+00   0.0000000e+00  -1.6827627e+00   1.0429848e-09   4.2522826e-14   3.6600546e-15
  2866   3.6726447e+01   2.0314037e+00   0.0000000e+00  -1.7067751e+00   1.0422787e-09   4.2381270e-14   3.6512610e-15
  2867   3.6628882e+01   2.0307369e+00   0.0000000e+00  -1.7307952e+00   1.0415733e-09   4.2241401e-14   3.6421281e-15
  2868   3.6533366e+01   2.0299126e+00   0.0000000e+00  -1.7548041e+00   1.0408685e-09   4.2103230e-14   3.6326596e-15
  2869   3.6439897e+01   2.0289112e+00   0.0000000e+00  -1.7788027e+00   1.0401643e-09   4.1966747e-14   3.6228572e-15
  2870   3.6348570e+01   2.0277432e+00   0.0000000e+00  -1.8027620e+00   1.0394608e-09   4.1831963e-14   3.6127246e-15
  2871   3.6259185e+01   2.0264090e+00   0.0000000e+00  -1.8266931e+00   1.0387579e-09   4.1698869e-14   3.6022635e-15
  2872   3.6171937e+01   2.0249091e+00   0.0000000e+00  -1.8505671e+00   1.0380557e-09   4.1567475e-14   3.5914776e-15
  2873   3.6086724e+01   2.0232439e+00   0.0000000e+00  -1.8743849e+00   1.0373540e-09   4.1437773e-14   3.5803686e-15
  2874   3.6003543e+01   2.0214039e+00   0.0000000e+00  -1.8981375e+00   1.0366531e-09   4.1309772e-14   3.5689402e-15
  2875   3.5922291e+01   2.0193995e+00   0.0000000e+00  -1.9217959e+00   1.0359527e-09   4.1183464e-14   3.5571942e-15
  2876   3.5843066e+01   2.0172312e+00   0.0000000e+00  -1.9453713e+00   1.0352530e-09   4.1058860e-14   3.5451341e-15
  2877   3.5765764e+01   2.0148894e+00   0.0000000e+00  -1.9688346e+00   1.0345538e-09   4.0935950e-14   3.5327618e-15
  2878   3.5690383e+01   2.0123945e+00   0.0000000e+00  -1.9921968e+00   1.0338554e-09   4.0814744e-14   3.5200809e-15
  2879   3.5616920e+01   2.0097271e+00   0.0000000e+00  -2.0154289e+00   1.0331575e-09   4.0695235e-14   3.5070933e-15
  2880   3.5545372e+01   2.0068876e+00   0.0000000e+00  -2.0385220e+00   1.0324603e-09   4.0577431e-14   3.4938023e-15
  2881   3.5475736e+01   2.0038963e+00   0.0000000e+00  -2.0614771e+00   1.0317637e-09   4.0461325e-14   3.4802100e-15
  2882   3.5407809e+01   2.0007339e+00   0.0000000e+00  -2.0842752e+00   1.0310677e-09   4.0346927e-14   3.4663199e-15
  2883   3.5341789e+01   1.9974106e+00   0.0000000e+00  -2.1069174e+00   1.0303724e-09   4.0234228e-14   3.4521338e-15
  2884   3.5277573e+01   1.9939171e+00   0.0000000e+00  -2.1293745e+00   1.0296776e-09   4.0123237e-14   3.4376553e-15
  2885   3.5215057e+01   1.9902736e+00   0.0000000e+00  -2.1516578e+00   1.0289835e-09   4.0013947e-14   3.4228862e-15
  2886   3.5154339e+01   1.9864708e+00   0.0000000e+00  -2.1737482e+00   1.0282900e-09   3.9906368e-14   3.4078301e-15
  2887   3.5095317e+01   1.9824989e+00   0.0000000e+00  -2.1956266e+00   1.0275971e-09   3.9800490e-14   3.3924889e-15
  2888   3.5037986e+01   1.9783785e+00   0.0000000e+00  -2.2173042e+00   1.0269049e-09   3.9696325e-14   3.3768660e-15
  2889   3.4982245e+01   1.9741001e+00   0.0000000e+00  -2.2387520e+00   1.0262133e-09   3.9593862e-14   3.3609635e-15
  2890   3.4928291e+01   1.9696640e+00   0.0000000e+00  -2.2599809e+00   1.0255222e-09   3.9493114e-14   3.3447847e-15
  2891   3.4875820e+01   1.9650707e+00   0.0000000e+00  -2.2809621e+00   1.0248318e-09   3.9394070e-14   3.3283316e-15
  2892   3.4825030e+01   1.9603307e+00   0.0000000e+00  -2.3016964e+00   1.0241421e-09   3.9296741e-14   3.3116077e-15
  2893   3.4775719e+01   1.9554445e+00   0.0000000e+00  -2.3221850e+00   1.0234529e-09   3.9201119e-14   3.2946149e-15
  2894   3.4727982e+01   1.9504023e+00   0.0000000e+00  -2.3423988e+00   1.0227643e-09   3.9107213e-14   3.2773567e-15
  2895   3.4681818e+01   1.9452149e+00   0.0000000e+00  -2.3623489e+00   1.0220764e-09   3.9015015e-14   3.2598350e-15
  2896   3.4637024e+01   1.9398824e+00   0.0000000e+00  -2.3820063e+00   1.0213891e-09   3.8924534e-14   3.2420534e-15
  2897   3.4593696e+01   1.9344055e+00   0.0000000e+00  -2.4013821e+00   1.0207023e-09   3.8835764e-14   3.2240136e-15
  2898   3.4551832e+01   1.9287846e+00   0.0000000e+00  -2.4204571e+00   1.0200162e-09   3.8748712e-14   3.2057193e-15
  2899   3.4511229e+01   1.9230201e+00   0.0000000e+00  -2.4392326e+00   1.0193307e-09   3.8663371e-14   3.1871723e-15
  2900   3.4472084e+01   1.9171225e+00   0.0000000e+00  -2.4576894e+00   1.0186458e-09   3.8579751e-14   3.1683761e-15
  2901   3.4434195e+01   1.9110721e+00   0.0000000e+00  -2.4758286e+00   1.0179615e-09   3.8497843e-14   3.1493327e-15
  2902   3.4397563e+01   1.9048991e+00   0.0000000e+00  -2.4936417e+00   1.0172779e-09   3.8417649e-14   3.1300464e-15
  2903   3.4362189e+01   1.8985836e+00   0.0000000e+00  -2.5111098e+00   1.0165948e-09   3.8339155e-14   3.1105198e-15
  2904   3.4328074e+01   1.8921355e+00   0.0000000e+00  -2.5282544e+00   1.0159123e-09   3.8262362e-14   3.0907570e-15
  2905   3.4295221e+01   1.8855551e+00   0.0000000e+00  -2.5450368e+00   1.0152304e-09   3.8187256e-14   3.0707610e-15
  2906   3.4263430e+01   1.8788423e+00   0.0000000e+00  -2.5614784e+00   1.0145492e-09   3.8113838e-14   3.0505357e-15
  2907   3.4232803e+01   1.8720073e+00   0.0000000e+00  -2.5775505e+00   1.0138685e-09   3.8042093e-14   3.0300841e-15
  2908   3.4203341e+01   1.8650400e+00   0.0000000e+00  -2.5932644e+00   1.0131885e-09   3.7972024e-14   3.0094103e-15
  2909   3.4174946e+01   1.8579606e+00   0.0000000e+00  -2.6086116e+00   1.0125090e-09   3.7903615e-14   2.9885169e-15
  2910   3.4147620e+01   1.8507492e+00   0.0000000e+00  -2.6235834e+00   1.0118302e-09   3.7836868e-14   2.9674084e-15
  2911   3.4121362e+01   1.8434257e+00   0.0000000e+00  -2.6381711e+00   1.0111520e-09   3.7771769e-14   2.9460873e-15
  2912   3.4096076e+01   1.8359803e+00   0.0000000e+00  -2.6523661e+00   1.0104743e-09   3.7708318e-14   2.9245578e-15
  2913   3.4071763e+01   1.8284230e+00   0.0000000e+00  -2.6661797e+00   1.0097973e-09   3.7646502e-14   2.9028228e-15
  2914   3.4048423e+01   1.8207539e+00   0.0000000e+00  -2.6795933e+00   1.0091208e-09   3.7586321e-14   2.8808864e-15
  2915   3.4025958e+01   1.8129731e+00   0.0000000e+00  -2.6926083e+00   1.0084450e-09   3.7527761e-14   2.8587513e-15
  2916   3.4004270e+01   1.8050705e+00   0.0000000e+00  -2.7052160e+00   1.0077697e-09   3.7470825e-14   2.8364218e-15
  2917   3.3983561e+01   1.7970664e+00   0.0000000e+00  -2.7174077e+00   1.0070951e-09   3.7415495e-14   2.8139006e-15
  2918   3.3963631e+01   1.7889608e+00   0.0000000e+00  -2.7291948e+00   1.0064211e-09   3.7361776e-14   2.7911919e-15
  2919   3.3944482e+01   1.7807537e+00   0.0000000e+00  -2.7405687e+00   1.0057476e-09   3.7309651e-14   2.7682984e-15
  2920   3.3926115e+01   1.7724452e+00   0.0000000e+00  -2.7515207e+00   1.0050748e-09   3.7259123e-14   2.7452243e-15
  2921   3.3908432e+01   1.7640353e+00   0.0000000e+00  -2.7620521e+00   1.0044025e-09   3.7210177e-14   2.7219725e-15
  2922   3.3891435e+01   1.7555242e+00   0.0000000e+00  -2.7721544e+00   1.0037308e-09   3.7162814e-14   2.6985470e-15
  2923   3.3875124e+01   1.7469319e+00   0.0000000e+00  -2.7818288e+00   1.0030598e-09   3.7117019e-14   2.6749506e-15
  2924   3.3859402e+01   1.7382485e+00   0.0000000e+00  -2.7910768e+00   1.0023893e-09   3.7072795e-14   2.6511875e-15
  2925   3.3844269e+01   1.7294740e+00   0.0000000e+00  -2.7998896e+00   1.0017194e-09   3.7030126e-14   2.6272606e-15
  2926   3.3829827e+01   1.7206085e+00   0.0000000e+00  -2.8082687e+00   1.0010501e-09   3.6989015e-14   2.6031738e-15
  2927   3.3815778e+01   1.7116720e+00   0.0000000e+00  -2.8162054e+00   1.0003814e-09   3.6949445e-14   2.5789301e-15
  2928   3.3802322e+01   1.7026447e+00   0.0000000e+00  -2.8237110e+00   9.9971335e-10   3.6911420e-14   2.5545335e-15
  2929   3.3789262e+01   1.6935366e+00   0.0000000e+00  -2.8307668e+00   9.9904584e-10   3.6874924e-14   2.5299869e-15
  2930   3.3776698e+01   1.6843678e+00   0.0000000e+00  -2.8373844e+00   9.9837892e-10   3.6839959e-14   2.5052944e-15
  2931   3.3764533e+01   1.6751083e+00   0.0000000e+00  -2.8435549e+00   9.9771260e-10   3.6806509e-14   2.4804588e-15
  2932   3.3752667e+01   1.6657883e+00   0.0000000e+00  -2.8492797e+00   9.9704686e-10   3.6774578e-14   2.4554843e-15
  2933   3.3741202e+01   1.6564077e+00   0.0000000e+00  -2.8545603e+00   9.9638171e-10   3.6744150e-14   2.4303736e-15
  2934   3.3730140e+01   1.6469566e+00   0.0000000e+00  -2.8593879e+00   9.9571715e-10   3.6715226e-14   2.4051309e-15
  2935   3.3719281e+01   1.6374452e+00   0.0000000e+00  -2.8637740e+00   9.9505318e-10   3.6687792e-14   2.3797591e-15
  2936   3.3708628e+01   1.6278834e+00   0.0000000e+00  -2.8677198e+00   9.9438980e-10   3.6661850e-14   2.3542621e-15
  2937   3.3698282e+01   1.6182714e+00   0.0000000e+00  -2.8712167e+00   9.9372700e-10   3.6637385e-14   2.3286429e-15
  2938   3.3688143e+01   1.6085992e+00   0.0000000e+00  -2.8742660e+00   9.9306479e-10   3.6614398e-14   2.3029055e-15
  2939   3.3678115e+01   1.5988768e+00   0.0000000e+00  -2.8768792e+00   9.9240317e-10   3.6592874e-14   2.2770528e-15
  2940   3.3668297e+01   1.5891244e+00   0.0000000e+00  -2.8790376e+00   9.9174213e-10   3.6572816e-14   2.2510889e-15
  2941   3.3658492e+01   1.5793121e+00   0.0000000e+00  -2.8807525e+00   9.9108168e-10   3.6554209e-14   2.2250167e-15
  2942   3.3648800e+01   1.5694698e+00   0.0000000e+00  -2.8820253e+00   9.9042181e-10   3.6537053e-14   2.1988401e-15
  2943   3.3639224e+01   1.5595976e+00   0.0000000e+00  -2.8828573e+00   9.8976252e-10   3.6521335e-14   2.1725622e-15
  2944   3.3629565e+01   1.5496857e+00   0.0000000e+00  -2.8832499e+00   9.8910381e-10   3.6507057e-14   2.1461869e-15
  2945   3.3619923e+01   1.5397340e+00   0.0000000e+00  -2.8831944e+00   9.8844569e-10   3.6494202e-14   2.1197171e-15
  2946   3.3610302e+01   1.5297627e+00   0.0000000e+00  -2.8826922e+00   9.8778815e-10   3.6482774e-14   2.0931570e-15
  2947   3.3600501e+01   1.5197618e+00   0.0000000e+00  -2.8817647e+00   9.8713120e-10   3.6472756e-14   2.0665093e-15
  2948   3.3590723e+01   1.5097514e+00   0.0000000e+00  -2.8804032e+00   9.8647505e-10   3.6464156e-14   2.0397784e-15
  2949   3.3580768e+01   1.4997116e+00   0.0000000e+00  -2.8785990e+00   9.8581925e-10   3.6456954e-14   2.0129669e-15
  2950   3.3570639e+01   1.4896524e+00   0.0000000e+00  -2.8763735e+00   9.8516404e-10   3.6451143e-14   1.9860784e-15
  2951   3.3560337e+01   1.4795938e+00   0.0000000e+00  -2.8737180e+00   9.8450940e-10   3.6446724e-14   1.9591167e-15
  2952   3.3549765e+01   1.4695156e+00   0.0000000e+00  -2.8706330e+00   9.8385534e-10   3.6443677e-14   1.9320844e-15
  2953   3.3539027e+01   1.4594275e+00   0.0000000e+00  -2.8671292e+00   9.8320185e-10   3.6441997e-14   1.9049852e-15
  2954   3.3528127e+01   1.4493393e+00   0.0000000e+00  -2.8631971e+00   9.8254894e-10   3.6441663e-14   1.8778215e-15
  2955   3.3516767e+01   1.4392407e+00   0.0000000e+00  -2.8588471e+00   9.8189661e-10   3.6442669e-14   1.8505970e-15
  2956   3.3505252e+01   1.4291514e+00   0.0000000e+00  -2.8540799e+00   9.8124486e-10   3.6444995e-14   1.8233142e-15
  2957   3.3493285e+01   1.4190611e+00   0.0000000e+00  -2.8488860e+00   9.8059367e-10   3.6448635e-14   1.7959767e-15
  2958   3.3480970e+01   1.4089696e+00   0.0000000e+00  -2.8432859e+00   9.7994306e-10   3.6453568e-14   1.7685869e-15
  2959   3.3468310e+01   1.3988866e+00   0.0000000e+00  -2.8372702e+00   9.7929303e-10   3.6459789e-14   1.7411486e-15
  2960   3.3455208e+01   1.3888118e+00   0.0000000e+00  -2.8308494e+00   9.7864356e-10   3.6467277e-14   1.7136642e-15
  2961   3.3441669e+01   1.3787549e+00   0.0000000e+00  -2.8240240e+00   9.7799466e-10   3.6476026e-14   1.6861372e-15
  2962   3.3427796e+01   1.3687157e+00   0.0000000e+00  -2.8168046e+00   9.7734634e-10   3.6486016e-14   1.6585704e-15
  2963   3.3413292e+01   1.3586838e+00   0.0000000e+00  -2.8091817e+00   9.7669858e-10   3.6497242e-14   1.6309671e-15
  2964   3.3398461e+01   1.3486790e+00   0.0000000e+00  -2.8011658e+00   9.7605140e-10   3.6509682e-14   1.6033300e-15
  2965   3.3383007e+01   1.3386911e+00   0.0000000e+00  -2.7927675e+00   9.7540478e-10   3.6523332e-14   1.5756626e-15
  2966   3.3367133e+01   1.3287298e+00   0.0000000e+00  -2.7839874e+00   9.7475872e-10   3.6538169e-14   1.5479676e-15
  2967   3.3350643e+01   1.3188047e+00   0.0000000e+00  -2.7748259e+00   9.7411324e-10   3.6554190e-14   1.5202483e-15
  2968   3.3333539e+01   1.3089056e+00   0.0000000e+00  -2.7652936e+00   9.7346831e-10   3.6571372e-14   1.4925076e-15
  2969   3.3315927e+01   1.2990322e+00   0.0000000e+00  -2.7553811e+00   9.7282395e-10   3.6589711e-14   1.4647487e-15
  2970   3.3297709e+01   1.2892043e+00   0.0000000e+00  -2.7451088e+00   9.7218016e-10   3.6609185e-14   1.4369744e-15
  2971   3.3278888e+01   1.2794016e+00   0.0000000e+00  -2.7344773e+00   9.7153693e-10   3.6629790e-14   1.4091882e-15
  2972   3.3259369e+01   1.2696438e+00   0.0000000e+00  -2.7234972e+00   9.7089449e-10   3.6651513e-14   1.3813930e-15
  2973   3.3239156e+01   1.2599306e+00   0.0000000e+00  -2.7121590e+00   9.7025238e-10   3.6674327e-14   1.3535914e-15
  2974   3.3218350e+01   1.2502617e+00   0.0000000e+00  -2.7004732e+00   9.6961083e-10   3.6698233e-14   1.3257870e-15
  2975   3.3196857e+01   1.2406370e+00   0.0000000e+00  -2.6884504e+00   9.6896984e-10   3.6723208e-14   1.2979825e-15
  2976   3.3174680e+01   1.2310660e+00   0.0000000e+00  -2.6760911e+00   9.6832941e-10   3.6749248e-14   1.2701814e-15
  2977   3.3151722e+01   1.2215385e+00   0.0000000e+00  -2.6634158e+00   9.6768954e-10   3.6776331e-14   1.2423862e-15
  2978   3.3127986e+01   1.2120643e+00   0.0000000e+00  -2.6504051e+00   9.6705022e-10   3.6804454e-14   1.2146005e-15
  2979   3.3103577e+01   1.2026431e+00   0.0000000e+00  -2.6370895e+00   9.6641146e-10   3.6833593e-14   1.1868269e-15
  2980   3.3078398e+01   1.1932846e+00   0.0000000e+00  -2.6234595e+00   9.6577325e-10   3.6863745e-14   1.1590688e-15
  2981   3.3052453e+01   1.1839885e+00   0.0000000e+00  -2.6095258e+00   9.6513560e-10   3.6894888e-14   1.1313291e-15
  2982   3.3025744e+01   1.1747545e+00   0.0000000e+00  -2.5953087e+00   9.6449851e-10   3.6927017e-14   1.1036109e-15
  2983   3.2998176e+01   1.1655824e+00   0.0000000e+00  -2.5807890e+00   9.6386196e-10   3.6960110e-14   1.0759172e-15
  2984   3.2969853e+01   1.1564719e+00   0.0000000e+00  -2.5659870e+00   9.6322597e-10   3.6994164e-14   1.0482512e-15
  2985   3.2940677e+01   1.1474327e+00   0.0000000e+00  -2.5509234e+00   9.6259053e-10   3.7029156e-14   1.0206158e-15
  2986   3.2910752e+01   1.1384646e+00   0.0000000e+00  -2.5355787e+00   9.6195564e-10   3.7065082e-14   9.9301421e-16
  2987   3.2879882e+01   1.1295672e+00   0.0000000e+00  -2.5199733e+00   9.6132130e-10   3.7101919e-14   9.6544929e-16
  2988   3.2848271e+01   1.1207504e+00   0.0000000e+00  -2.5041180e+00   9.6068751e-10   3.7139664e-14   9.3792434e-16
  2989   3.2815721e+01   1.1120037e+00   0.0000000e+00  -2.4880031e+00   9.6005426e-10   3.7178295e-14   9.1044218e-16
  2990   3.2782237e+01   1.1033370e+00   0.0000000e+00  -2.4716592e+00   9.5942179e-10   3.7217812e-14   8.8300620e-16
  2991   3.2747922e+01   1.0947399e+00   0.0000000e+00  -2.4550670e+00   9.5878964e-10   3.7258188e-14   8.5561913e-16
  2992   3.2712780e+01   1.0862323e+00   0.0000000e+00  -2.4382468e+00   9.5815804e-10   3.7299410e-14   8.2828405e-16
  2993   3.2676714e+01   1.0778038e+00   0.0000000e+00  -2.4212093e+00   9.5752698e-10   3.7341474e-14   8.0100421e-16
  2994   3.2639627e+01   1.0694641e+00   0.0000000e+00  -2.4039549e+00   9.5689646e-10   3.7384358e-14   7.7378248e-16
  2995   3.2601724e+01   1.0612129e+00   0.0000000e+00  -2.3864943e+00   9.5626649e-10   3.7428058e-14   7.4662210e-16
  2996   3.2562908e+01   1.0530401e+00   0.0000000e+00  -2.3688379e+00   9.5563706e-10   3.7472551e-14   7.1952595e-16
  2997   3.2523182e+01   1.0449653e+00   0.0000000e+00  -2.3509963e+00   9.5500817e-10   3.7517834e-14   6.9249728e-16
  2998   3.2482451e+01   1.0369782e+00   0.0000000e+00  -2.3329701e+00   9.5437982e-10   3.7563885e-14   6.6553896e-16
  2999   3.2440916e+01   1.0290886e+00   0.0000000e+00  -2.3147697e+00   9.5375201e-10   3.7610698e-14   6.3865422e-16
  3000   3.2398383e+01   1.0212861e+00   0.0000000e+00  -2.2964058e+00   9.5312474e-10   3.7658253e-14   6.1184596e-16
  3001   3.2354955e+01   1.0135906e+00   0.0000000e+00  -2.2778786e+00   9.5249800e-10   3.7706544e-14   5.8511724e-16
  3002   3.2310533e+01   1.0059816e+00   0.0000000e+00  -2.2592078e+00   9.5187181e-10   3.7755549e-14   5.5847021e-16
  3003   3.2265321e+01   9.9847897e-01   0.0000000e+00  -2.2403930e+00   9.5124615e-10   3.7805262e-14   5.3190715e-16
  3004   3.2219021e+01   9.9107222e-01   0.0000000e+00  -2.2214336e+00   9.5062103e-10   3.7855660e-14   5.0543005e-16
  3005   3.2171835e+01   9.8377109e-01   0.0000000e+00  -2.2023491e+00   9.4999667e-10   3.7906741e-14   4.7904125e-16
  3006   3.2123765e+01   9.7656525e-01   0.0000000e+00  -2.1831390e+00   9.4937263e-10   3.7958479e-14   4.5274271e-16
  3007   3.2074615e+01   9.6947438e-01   0.0000000e+00  -2.1638128e+00   9.4874911e-10   3.8010857e-14   4.2653656e-16
  3008   3.2024586e+01   9.6247814e-01   0.0000000e+00  -2.1443800e+00   9.4812613e-10   3.8063871e-14   4.0042506e-16
  3009   3.1973581e+01   9.5558622e-01   0.0000000e+00  -2.1248301e+00   9.4750369e-10   3.8117498e-14   3.7441024e-16
  3010   3.1921601e+01   9.4880830e-01   0.0000000e+00  -2.1051926e+00   9.4688178e-10   3.8171731e-14   3.4849434e-16
  3011   3.1868751e+01   9.4213403e-01   0.0000000e+00  -2.0854670e+00   9.4626040e-10   3.8226548e-14   3.2267941e-16
  3012   3.1814831e+01   9.3556311e-01   0.0000000e+00  -2.0656527e+00   9.4563956e-10   3.8281943e-14   2.9696768e-16
  3013   3.1760045e+01   9.2910521e-01   0.0000000e+00  -2.0457593e+00   9.4501925e-10   3.8337893e-14   2.7136119e-16
  3014   3.1704294e+01   9.2275999e-01   0.0000000e+00  -2.0258062e+00   9.4439947e-10   3.8394391e-14   2.4586217e-16
  3015   3.1647582e+01   9.1652715e-01   0.0000000e+00  -2.0057930e+00   9.4378022e-10   3.8451416e-14   2.2047269e-16
  3016   3.1589910e+01   9.1039735e-01   0.0000000e+00  -1.9857191e+00   9.4316150e-10   3.8508960e-14   1.9519495e-16
  3017   3.1531280e+01   9.0438326e-01   0.0000000e+00  -1.9655941e+00   9.4254332e-10   3.8567002e-14   1.7003103e-16
  3018   3.1471797e+01   8.9848157e-01   0.0000000e+00  -1.9454274e+00   9.4192588e-10   3.8625539e-14   1.4498314e-16
  3019   3.1411260e+01   8.9269195e-01   0.0000000e+00  -1.9252385e+00   9.4130876e-10   3.8684544e-14   1.2005335e-16
  3020   3.1349874e+01   8.8701607e-01   0.0000000e+00  -1.9050069e+00   9.4069216e-10   3.8744003e-14   9.5243808e-17
  3021   3.1287540e+01   8.8145362e-01   0.0000000e+00  -1.8847621e+00   9.4007609e-10   3.8803909e-14   7.0556687e-17
  3022   3.1224161e+01   8.7600626e-01   0.0000000e+00  -1.8645036e+00   9.3946055e-10   3.8864241e-14   4.5994102e-17
  3023   3.1160040e+01   8.7067266e-01   0.0000000e+00  -1.8442409e+00   9.3884553e-10   3.8924991e-14   2.1558208e-17
  3024   3.1094878e+01   8.6545452e-01   0.0000000e+00  -1.8239735e+00   9.3823105e-10   3.8986137e-14  -2.7488657e-18
  3025   3.1028877e+01   8.6035150e-01   0.0000000e+00  -1.8037208e+00   9.3761709e-10   3.9047673e-14  -2.6924976e-17
  3026   3.0962042e+01   8.5536427e-01   0.0000000e+00  -1.7834824e+00   9.3700365e-10   3.9109576e-14  -5.0967981e-17
  3027   3.0894273e+01   8.5049251e-01   0.0000000e+00  -1.7632678e+00   9.3639075e-10   3.9171840e-14  -7.4875751e-17
  3028   3.0825573e+01   8.4573790e-01   0.0000000e+00  -1.7430864e+00   9.3577836e-10   3.9234442e-14  -9.8646130e-17
  3029   3.0756144e+01   8.4109912e-01   0.0000000e+00  -1.7229378e+00   9.3516650e-10   3.9297376e-14  -1.2227700e-16
  3030   3.0685790e+01   8.3657783e-01   0.0000000e+00  -1.7028414e+00   9.3455539e-10   3.9360629e-14  -1.4576623e-16
  3031   3.0614712e+01   8.3217172e-01   0.0000000e+00  -1.6827868e+00   9.3394458e-10   3.9424171e-14  -1.6911163e-16
  3032   3.0542712e+01   8.2788145e-01   0.0000000e+00  -1.6627934e+00   9.3333430e-10   3.9488002e-14  -1.9231111e-16
  3033   3.0469894e+01   8.2370671e-01   0.0000000e+00  -1.6428607e+00   9.3272453e-10   3.9552099e-14  -2.1536249e-16
  3034   3.0396359e+01   8.1964917e-01   0.0000000e+00  -1.6230082e+00   9.3211529e-10   3.9616457e-14  -2.3826368e-16
  3035   3.0321910e+01   8.1570651e-01   0.0000000e+00  -1.6032254e+00   9.3150657e-10   3.9681050e-14  -2.6101249e-16
  3036   3.0246749e+01   8.1187939e-01   0.0000000e+00  -1.5835318e+00   9.3089837e-10   3.9745876e-14  -2.8360683e-16
