# ell   TT    EE     BB    TE    PP    TP    EP
   204   7.1688119e+03   8.4456920e-01   0.0000000e+00  -1.3113913e+01   5.5682883e-08   5.0959213e-11  -1.0246215e-13
   205   7.1811978e+03   8.4781780e-01   0.0000000e+00  -1.1394486e+01   5.5409130e-08   5.0551630e-11  -9.6201905e-14
   206   7.1927927e+03   8.5234303e-01   0.0000000e+00  -9.6497532e+00   5.5137524e-08   5.0146769e-11  -9.0040876e-14
   207   7.2035762e+03   8.5819301e-01   0.0000000e+00  -7.8801787e+00   5.4868059e-08   4.9744628e-11  -8.3976723e-14
   208   7.2135382e+03   8.6541388e-01   0.0000000e+00  -6.0865245e+00   5.4600691e-08   4.9345188e-11  -7.8007072e-14
   209   7.2227186e+03   8.7405077e-01   0.0000000e+00  -4.2694633e+00   5.4335415e-08   4.8948441e-11  -7.2129575e-14
   210   7.2310971e+03   8.8415183e-01   0.0000000e+00  -2.4296976e+00   5.4072214e-08   4.8554394e-11  -6.6341896e-14
   211   7.2386835e+03   8.9576418e-01   0.0000000e+00  -5.6791789e-01   5.3811055e-08   4.8163026e-11  -6.0641669e-14
   212   7.2454977e+03   9.0893197e-01   0.0000000e+00   1.3151672e+00   5.3551953e-08   4.7774336e-11  -5.5026550e-14
   213   7.2515395e+03   9.2370333e-01   0.0000000e+00   3.2188612e+00   5.3294852e-08   4.7388318e-11  -4.9494190e-14
   214   7.2568186e+03   9.4012539e-01   0.0000000e+00   5.1424594e+00   5.3039752e-08   4.7004958e-11  -4.4042235e-14
   215   7.2613349e+03   9.5823529e-01   0.0000000e+00   7.0852195e+00   5.2786637e-08   4.6624261e-11  -3.8668345e-14
   216   7.2650682e+03   9.7809117e-01   0.0000000e+00   9.0463888e+00   5.2535481e-08   4.6246197e-11  -3.3370154e-14
   217   7.2680183e+03   9.9973015e-01   0.0000000e+00   1.1025185e+01   5.2286266e-08   4.5870782e-11  -2.8145333e-14
   218   7.2701850e+03   1.0231894e+00   0.0000000e+00   1.3020975e+01   5.2038988e-08   4.5498003e-11  -2.2991530e-14
   219   7.2715581e+03   1.0485260e+00   0.0000000e+00   1.5032887e+01   5.1793603e-08   4.5127847e-11  -1.7906394e-14
   220   7.2721275e+03   1.0757771e+00   0.0000000e+00   1.7060267e+01   5.1550112e-08   4.4760307e-11  -1.2887580e-14
   221   7.2719028e+03   1.1049799e+00   0.0000000e+00   1.9102165e+01   5.1308503e-08   4.4395382e-11  -7.9327456e-15
   222   7.2708641e+03   1.1361915e+00   0.0000000e+00   2.1158026e+01   5.1068734e-08   4.4033059e-11  -3.0395428e-15
   223   7.2690209e+03   1.1694390e+00   0.0000000e+00   2.3226799e+01   5.0830799e-08   4.3673331e-11   1.7943721e-15
   224   7.2663833e+03   1.2047696e+00   0.0000000e+00   2.5307830e+01   5.0594680e-08   4.3316192e-11   6.5713429e-15
   225   7.2629509e+03   1.2422104e+00   0.0000000e+00   2.7400068e+01   5.0360371e-08   4.2961645e-11   1.1293716e-14
   226   7.2587136e+03   1.2818184e+00   0.0000000e+00   2.9502860e+01   5.0127831e-08   4.2609667e-11   1.5963831e-14
   227   7.2536812e+03   1.3236310e+00   0.0000000e+00   3.1615253e+01   4.9897054e-08   4.2260252e-11   2.0584030e-14
   228   7.2478534e+03   1.3676752e+00   0.0000000e+00   3.3736394e+01   4.9668021e-08   4.1913402e-11   2.5156658e-14
   229   7.2412402e+03   1.4139981e+00   0.0000000e+00   3.5865432e+01   4.9440715e-08   4.1569105e-11   2.9684057e-14
   230   7.2338313e+03   1.4626369e+00   0.0000000e+00   3.8001513e+01   4.9215124e-08   4.1227361e-11   3.4168572e-14
   231   7.2256366e+03   1.5136087e+00   0.0000000e+00   4.0143686e+01   4.8991213e-08   4.0888156e-11   3.8612542e-14
   232   7.2166657e+03   1.5669606e+00   0.0000000e+00   4.2291097e+01   4.8768986e-08   4.0551484e-11   4.3018306e-14
   233   7.2069087e+03   1.6227298e+00   0.0000000e+00   4.4442794e+01   4.8548410e-08   4.0217337e-11   4.7388206e-14
   234   7.1963651e+03   1.6809435e+00   0.0000000e+00   4.6597824e+01   4.8329459e-08   3.9885710e-11   5.1724582e-14
   235   7.1850550e+03   1.7416387e+00   0.0000000e+00   4.8755435e+01   4.8112129e-08   3.9556590e-11   5.6029768e-14
   236   7.1729580e+03   1.8048526e+00   0.0000000e+00   5.0914575e+01   4.7896406e-08   3.9229980e-11   6.0306116e-14
   237   7.1601040e+03   1.8705923e+00   0.0000000e+00   5.3074290e+01   4.7682257e-08   3.8905863e-11   6.4555951e-14
   238   7.1464828e+03   1.9388949e+00   0.0000000e+00   5.5233729e+01   4.7469674e-08   3.8584239e-11   6.8781620e-14
   239   7.1321042e+03   2.0097777e+00   0.0000000e+00   5.7391938e+01   4.7258646e-08   3.8265107e-11   7.2985479e-14
   240   7.1169680e+03   2.0832877e+00   0.0000000e+00   5.9547765e+01   4.7049143e-08   3.7948444e-11   7.7169832e-14
   241   7.1010740e+03   2.1594421e+00   0.0000000e+00   6.1700558e+01   4.6841143e-08   3.7634252e-11   8.1337035e-14
   242   7.0844421e+03   2.2382579e+00   0.0000000e+00   6.3849165e+01   4.6634638e-08   3.7322524e-11   8.5489425e-14
   243   7.0670720e+03   2.3197624e+00   0.0000000e+00   6.5992631e+01   4.6429605e-08   3.7013249e-11   8.9629329e-14
   244   7.0489636e+03   2.4039727e+00   0.0000000e+00   6.8130206e+01   4.6226038e-08   3.6706428e-11   9.3759107e-14
   245   7.0301366e+03   2.4909159e+00   0.0000000e+00   7.0260836e+01   4.6023897e-08   3.6402041e-11   9.7881061e-14
   246   7.0106008e+03   2.5805892e+00   0.0000000e+00   7.2383669e+01   4.5823186e-08   3.6100096e-11   1.0199756e-13
   247   6.9903462e+03   2.6730296e+00   0.0000000e+00   7.4497752e+01   4.5623871e-08   3.5800580e-11   1.0611094e-13
   248   6.9694024e+03   2.7682543e+00   0.0000000e+00   7.6602033e+01   4.5425946e-08   3.5503483e-11   1.1022351e-13
   249   6.9477594e+03   2.8662605e+00   0.0000000e+00   7.8695759e+01   4.5229386e-08   3.5208798e-11   1.1433761e-13
   250   6.9254368e+03   2.9670853e+00   0.0000000e+00   8.0777878e+01   4.5034176e-08   3.4916522e-11   1.1845559e-13
   251   6.9024245e+03   3.0707065e+00   0.0000000e+00   8.2847239e+01   4.4840307e-08   3.4626649e-11   1.2257932e-13
   252   6.8787320e+03   3.1771544e+00   0.0000000e+00   8.4902993e+01   4.4647749e-08   3.4339151e-11   1.2670868e-13
   253   6.8543588e+03   3.2864302e+00   0.0000000e+00   8.6944094e+01   4.4456512e-08   3.4054006e-11   1.3084312e-13
   254   6.8293244e+03   3.3985549e+00   0.0000000e+00   8.8969395e+01   4.4266564e-08   3.3771184e-11   1.3498202e-13
   255   6.8036083e+03   3.5135196e+00   0.0000000e+00   9.0978051e+01   4.4077916e-08   3.3490671e-11   1.3912488e-13
   256   6.7772300e+03   3.6313453e+00   0.0000000e+00   9.2969015e+01   4.3890538e-08   3.3212431e-11   1.4327106e-13
   257   6.7501990e+03   3.7520331e+00   0.0000000e+00   9.4941539e+01   4.3704429e-08   3.2936449e-11   1.4742003e-13
   258   6.7225348e+03   3.8755740e+00   0.0000000e+00   9.6894279e+01   4.3519590e-08   3.2662700e-11   1.5157123e-13
   259   6.6942469e+03   4.0019892e+00   0.0000000e+00   9.8827886e+01   4.3335989e-08   3.2391156e-11   1.5572405e-13
   260   6.6653647e+03   4.1312696e+00   0.0000000e+00   1.0073942e+02   4.3153638e-08   3.2121801e-11   1.5987797e-13
   261   6.6358878e+03   4.2634164e+00   0.0000000e+00   1.0262992e+02   4.2972504e-08   3.1854596e-11   1.6403235e-13
   262   6.6058457e+03   4.3984306e+00   0.0000000e+00   1.0449745e+02   4.2792600e-08   3.1589534e-11   1.6818670e-13
   263   6.5752478e+03   4.5363133e+00   0.0000000e+00   1.0634207e+02   4.2613893e-08   3.1326574e-11   1.7234035e-13
   264   6.5441037e+03   4.6770554e+00   0.0000000e+00   1.0816182e+02   4.2436385e-08   3.1065705e-11   1.7649282e-13
   265   6.5124128e+03   4.8206382e+00   0.0000000e+00   1.0995776e+02   4.2260064e-08   3.0806894e-11   1.8064348e-13
   266   6.4801847e+03   4.9670526e+00   0.0000000e+00   1.1172694e+02   4.2084926e-08   3.0550123e-11   1.8479179e-13
   267   6.4474388e+03   5.1162797e+00   0.0000000e+00   1.1346842e+02   4.1910950e-08   3.0295367e-11   1.8893718e-13
   268   6.4141747e+03   5.2683106e+00   0.0000000e+00   1.1518325e+02   4.1738132e-08   3.0042600e-11   1.9307907e-13
   269   6.3803918e+03   5.4231363e+00   0.0000000e+00   1.1686848e+02   4.1566451e-08   2.9791794e-11   1.9721685e-13
   270   6.3460996e+03   5.5807279e+00   0.0000000e+00   1.1852517e+02   4.1395916e-08   2.9542939e-11   2.0135006e-13
   271   6.3113276e+03   5.7410765e+00   0.0000000e+00   1.2015037e+02   4.1226499e-08   2.9295992e-11   2.0547799e-13
   272   6.2760654e+03   5.9041630e+00   0.0000000e+00   1.2174513e+02   4.1058198e-08   2.9050938e-11   2.0960014e-13
   273   6.2403524e+03   6.0699387e+00   0.0000000e+00   1.2330751e+02   4.0891018e-08   2.8807762e-11   2.1371599e-13
   274   6.2041781e+03   6.2384045e+00   0.0000000e+00   1.2483856e+02   4.0724910e-08   2.8566420e-11   2.1782484e-13
   275   6.1675620e+03   6.4095215e+00   0.0000000e+00   1.2633534e+02   4.0559898e-08   2.8326908e-11   2.2192626e-13
   276   6.1305336e+03   6.5832707e+00   0.0000000e+00   1.2779889e+02   4.0395962e-08   2.8089188e-11   2.2601958e-13
   277   6.0930924e+03   6.7596233e+00   0.0000000e+00   1.2922727e+02   4.0233083e-08   2.7853241e-11   2.3010425e-13
   278   6.0552480e+03   6.9385502e+00   0.0000000e+00   1.3061954e+02   4.0071263e-08   2.7619041e-11   2.3417971e-13
   279   6.0170197e+03   7.1200026e+00   0.0000000e+00   1.3197675e+02   3.9910485e-08   2.7386568e-11   2.3824540e-13
   280   5.9784270e+03   7.3039415e+00   0.0000000e+00   1.3329694e+02   3.9750732e-08   2.7155792e-11   2.4230072e-13
   281   5.9394696e+03   7.4903480e+00   0.0000000e+00   1.3458019e+02   3.9592014e-08   2.6926695e-11   2.4634513e-13
   282   5.9001669e+03   7.6791631e+00   0.0000000e+00   1.3582553e+02   3.9434302e-08   2.6699250e-11   2.5037804e-13
   283   5.8605383e+03   7.8703579e+00   0.0000000e+00   1.3703202e+02   3.9277599e-08   2.6473432e-11   2.5439889e-13
   284   5.8205834e+03   8.0638934e+00   0.0000000e+00   1.3819872e+02   3.9121877e-08   2.6249216e-11   2.5840706e-13
   285   5.7803216e+03   8.2597208e+00   0.0000000e+00   1.3932568e+02   3.8967150e-08   2.6026588e-11   2.6240212e-13
   286   5.7397625e+03   8.4578010e+00   0.0000000e+00   1.4041296e+02   3.8813392e-08   2.5805510e-11   2.6638333e-13
   287   5.6989356e+03   8.6580652e+00   0.0000000e+00   1.4145959e+02   3.8660594e-08   2.5585966e-11   2.7035023e-13
   288   5.6578403e+03   8.8604844e+00   0.0000000e+00   1.4246365e+02   3.8508741e-08   2.5367925e-11   2.7430214e-13
   289   5.6164862e+03   9.0649996e+00   0.0000000e+00   1.4342718e+02   3.8357833e-08   2.5151373e-11   2.7823862e-13
   290   5.5749027e+03   9.2715620e+00   0.0000000e+00   1.4434724e+02   3.8207863e-08   2.4936278e-11   2.8215900e-13
   291   5.5330993e+03   9.4801425e+00   0.0000000e+00   1.4522488e+02   3.8058813e-08   2.4722625e-11   2.8606282e-13
   292   5.4910756e+03   9.6905623e+00   0.0000000e+00   1.4605915e+02   3.7910668e-08   2.4510377e-11   2.8994937e-13
   293   5.4488510e+03   9.9029224e+00   0.0000000e+00   1.4685011e+02   3.7763431e-08   2.4299521e-11   2.9381819e-13
   294   5.4064450e+03   1.0117124e+01   0.0000000e+00   1.4759581e+02   3.7617083e-08   2.4090029e-11   2.9766865e-13
   295   5.3638572e+03   1.0332968e+01   0.0000000e+00   1.4829730e+02   3.7471610e-08   2.3881873e-11   3.0150017e-13
   296   5.3211069e+03   1.0550555e+01   0.0000000e+00   1.4895365e+02   3.7327015e-08   2.3675036e-11   3.0531224e-13
   297   5.2781938e+03   1.0769687e+01   0.0000000e+00   1.4956289e+02   3.7183270e-08   2.3469489e-11   3.0910422e-13
   298   5.2351473e+03   1.0990365e+01   0.0000000e+00   1.5012609e+02   3.7040387e-08   2.3265213e-11   3.1287561e-13
   299   5.1919769e+03   1.1212489e+01   0.0000000e+00   1.5064329e+02   3.6898343e-08   2.3062180e-11   3.1662580e-13
   300   5.1486921e+03   1.1435961e+01   0.0000000e+00   1.5111356e+02   3.6757119e-08   2.2860365e-11   3.2035420e-13
   301   5.1053123e+03   1.1660882e+01   0.0000000e+00   1.5153693e+02   3.6616723e-08   2.2659751e-11   3.2406008e-13
   302   5.0618568e+03   1.1886959e+01   0.0000000e+00   1.5191341e+02   3.6477140e-08   2.2460341e-11   3.2774209e-13
   303   5.0183347e+03   1.2114296e+01   0.0000000e+00   1.5224300e+02   3.6338359e-08   2.2262133e-11   3.3139856e-13
   304   4.9747652e+03   1.2342800e+01   0.0000000e+00   1.5252567e+02   3.6200389e-08   2.2065136e-11   3.3502795e-13
   305   4.9311675e+03   1.2572377e+01   0.0000000e+00   1.5276043e+02   3.6063215e-08   2.1869357e-11   3.3862872e-13
   306   4.8875407e+03   1.2803033e+01   0.0000000e+00   1.5294728e+02   3.5926830e-08   2.1674796e-11   3.4219920e-13
   307   4.8439140e+03   1.3034575e+01   0.0000000e+00   1.5308619e+02   3.5791221e-08   2.1481453e-11   3.4573778e-13
   308   4.8002966e+03   1.3267007e+01   0.0000000e+00   1.5317718e+02   3.5656403e-08   2.1289349e-11   3.4924307e-13
   309   4.7566976e+03   1.3500236e+01   0.0000000e+00   1.5322022e+02   3.5522358e-08   2.1098475e-11   3.5271333e-13
   310   4.7131163e+03   1.3734068e+01   0.0000000e+00   1.5321531e+02   3.5389071e-08   2.0908839e-11   3.5614698e-13
   311   4.6695917e+03   1.3968610e+01   0.0000000e+00   1.5316045e+02   3.5256554e-08   2.0720446e-11   3.5954247e-13
   312   4.6261131e+03   1.4203667e+01   0.0000000e+00   1.5305762e+02   3.5124792e-08   2.0533304e-11   3.6289828e-13
   313   4.5827096e+03   1.4439245e+01   0.0000000e+00   1.5290582e+02   3.4993779e-08   2.0347412e-11   3.6621273e-13
   314   4.5393904e+03   1.4675150e+01   0.0000000e+00   1.5270505e+02   3.4863503e-08   2.0162775e-11   3.6948419e-13
   315   4.4961546e+03   1.4911289e+01   0.0000000e+00   1.5245530e+02   3.4733981e-08   1.9979407e-11   3.7271131e-13
   316   4.4530315e+03   1.5147767e+01   0.0000000e+00   1.5215655e+02   3.4605175e-08   1.9797299e-11   3.7589225e-13
   317   4.4100301e+03   1.5384290e+01   0.0000000e+00   1.5180981e+02   3.4477100e-08   1.9616467e-11   3.7902559e-13
   318   4.3671698e+03   1.5620865e+01   0.0000000e+00   1.5141406e+02   3.4349754e-08   1.9436913e-11   3.8210975e-13
   319   4.3244495e+03   1.5857397e+01   0.0000000e+00   1.5096930e+02   3.4223124e-08   1.9258640e-11   3.8514307e-13
   320   4.2818785e+03   1.6093893e+01   0.0000000e+00   1.5047652e+02   3.4097195e-08   1.9081650e-11   3.8812397e-13
   321   4.2394961e+03   1.6330159e+01   0.0000000e+00   1.4993571e+02   3.3971977e-08   1.8905955e-11   3.9105094e-13
   322   4.1972812e+03   1.6566100e+01   0.0000000e+00   1.4934587e+02   3.3847458e-08   1.8731553e-11   3.9392234e-13
   323   4.1552732e+03   1.6801622e+01   0.0000000e+00   1.4870800e+02   3.3723623e-08   1.8558452e-11   3.9673661e-13
   324   4.1134611e+03   1.7036632e+01   0.0000000e+00   1.4802307e+02   3.3600482e-08   1.8386655e-11   3.9949213e-13
   325   4.0718741e+03   1.7271136e+01   0.0000000e+00   1.4729009e+02   3.3478015e-08   1.8216168e-11   4.0218736e-13
   326   4.0305115e+03   1.7505040e+01   0.0000000e+00   1.4651005e+02   3.3356230e-08   1.8046999e-11   4.0482078e-13
   327   3.9893924e+03   1.7738149e+01   0.0000000e+00   1.4568194e+02   3.3235107e-08   1.7879145e-11   4.0739067e-13
   328   3.9485259e+03   1.7970370e+01   0.0000000e+00   1.4480675e+02   3.3114656e-08   1.7712619e-11   4.0989557e-13
   329   3.9079212e+03   1.8201709e+01   0.0000000e+00   1.4388648e+02   3.2994855e-08   1.7547420e-11   4.1233383e-13
   330   3.8675975e+03   1.8431972e+01   0.0000000e+00   1.4291913e+02   3.2875713e-08   1.7383555e-11   4.1470389e-13
   331   3.8275539e+03   1.8661165e+01   0.0000000e+00   1.4190567e+02   3.2757215e-08   1.7221027e-11   4.1700415e-13
   332   3.7878097e+03   1.8889194e+01   0.0000000e+00   1.4084611e+02   3.2639357e-08   1.7059846e-11   4.1923311e-13
   333   3.7483640e+03   1.9115865e+01   0.0000000e+00   1.3974244e+02   3.2522134e-08   1.6900011e-11   4.2138909e-13
   334   3.7092359e+03   1.9341184e+01   0.0000000e+00   1.3859366e+02   3.2405541e-08   1.6741529e-11   4.2347058e-13
   335   3.6704447e+03   1.9564957e+01   0.0000000e+00   1.3740075e+02   3.2289571e-08   1.6584406e-11   4.2547597e-13
   336   3.6319894e+03   1.9787190e+01   0.0000000e+00   1.3616370e+02   3.2174211e-08   1.6428641e-11   4.2740360e-13
   337   3.5938793e+03   2.0007789e+01   0.0000000e+00   1.3488452e+02   3.2059472e-08   1.6274247e-11   4.2925204e-13
   338   3.5561236e+03   2.0226660e+01   0.0000000e+00   1.3356219e+02   3.1945331e-08   1.6121223e-11   4.3101960e-13
   339   3.5187413e+03   2.0443709e+01   0.0000000e+00   1.3219871e+02   3.1831799e-08   1.5969577e-11   4.3270476e-13
   340   3.4817417e+03   2.0658943e+01   0.0000000e+00   1.3079407e+02   3.1718858e-08   1.5819311e-11   4.3430588e-13
   341   3.4451240e+03   2.0872067e+01   0.0000000e+00   1.2934826e+02   3.1606506e-08   1.5670433e-11   4.3582149e-13
   342   3.4088973e+03   2.1083088e+01   0.0000000e+00   1.2786127e+02   3.1494738e-08   1.5522946e-11   4.3724991e-13
   343   3.3730707e+03   2.1291910e+01   0.0000000e+00   1.2633511e+02   3.1383548e-08   1.5376855e-11   4.3858960e-13
   344   3.3376435e+03   2.1498342e+01   0.0000000e+00   1.2476875e+02   3.1272923e-08   1.5232162e-11   4.3983889e-13
   345   3.3026248e+03   2.1702387e+01   0.0000000e+00   1.2316321e+02   3.1162871e-08   1.5088878e-11   4.4099639e-13
   346   3.2680238e+03   2.1903853e+01   0.0000000e+00   1.2151845e+02   3.1053381e-08   1.4947003e-11   4.4206039e-13
   347   3.2338397e+03   2.2102746e+01   0.0000000e+00   1.1983549e+02   3.0944442e-08   1.4806542e-11   4.4302929e-13
   348   3.2000816e+03   2.2298771e+01   0.0000000e+00   1.1811431e+02   3.0836045e-08   1.4667499e-11   4.4390147e-13
   349   3.1667686e+03   2.2492135e+01   0.0000000e+00   1.1635791e+02   3.0728199e-08   1.4529884e-11   4.4467555e-13
   350   3.1339000e+03   2.2682643e+01   0.0000000e+00   1.1456528e+02   3.0620884e-08   1.4393695e-11   4.4534974e-13
   351   3.1014951e+03   2.2870302e+01   0.0000000e+00   1.1273840e+02   3.0514108e-08   1.4258936e-11   4.4592378e-13
   352   3.0695635e+03   2.3055016e+01   0.0000000e+00   1.1087822e+02   3.0407859e-08   1.4125574e-11   4.4640169e-13
   353   3.0381050e+03   2.3236691e+01   0.0000000e+00   1.0898469e+02   3.0302135e-08   1.3993574e-11   4.4678883e-13
   354   3.0071294e+03   2.3415331e+01   0.0000000e+00   1.0706075e+02   3.0196935e-08   1.3862900e-11   4.4709048e-13
   355   2.9766566e+03   2.3590741e+01   0.0000000e+00   1.0510533e+02   3.0092250e-08   1.3733512e-11   4.4731183e-13
   356   2.9466764e+03   2.3762925e+01   0.0000000e+00   1.0311938e+02   2.9988083e-08   1.3605379e-11   4.4745832e-13
   357   2.9171985e+03   2.3931790e+01   0.0000000e+00   1.0110384e+02   2.9884429e-08   1.3478461e-11   4.4753515e-13
   358   2.8882327e+03   2.4097239e+01   0.0000000e+00   9.9059653e+01   2.9781278e-08   1.3352723e-11   4.4754759e-13
   359   2.8597789e+03   2.4259077e+01   0.0000000e+00   9.6986759e+01   2.9678642e-08   1.3228128e-11   4.4750100e-13
   360   2.8318369e+03   2.4417310e+01   0.0000000e+00   9.4887099e+01   2.9576507e-08   1.3104641e-11   4.4740060e-13
   361   2.8044164e+03   2.4571842e+01   0.0000000e+00   9.2759215e+01   2.9474866e-08   1.2982225e-11   4.4725174e-13
   362   2.7775173e+03   2.4722577e+01   0.0000000e+00   9.0605547e+01   2.9373729e-08   1.2860842e-11   4.4705966e-13
   363   2.7511593e+03   2.4869422e+01   0.0000000e+00   8.8426838e+01   2.9273085e-08   1.2740460e-11   4.4682969e-13
   364   2.7253224e+03   2.5012380e+01   0.0000000e+00   8.6223929e+01   2.9172932e-08   1.2621041e-11   4.4656717e-13
   365   2.7000362e+03   2.5151356e+01   0.0000000e+00   8.3997861e+01   2.9073260e-08   1.2502544e-11   4.4627719e-13
   366   2.6752906e+03   2.5286256e+01   0.0000000e+00   8.1749675e+01   2.8974085e-08   1.2384940e-11   4.4596524e-13
   367   2.6510954e+03   2.5417084e+01   0.0000000e+00   7.9480213e+01   2.8875379e-08   1.2268188e-11   4.4563650e-13
   368   2.6274503e+03   2.5543645e+01   0.0000000e+00   7.7190616e+01   2.8777158e-08   1.2152253e-11   4.4529631e-13
   369   2.6043553e+03   2.5666144e+01   0.0000000e+00   7.4881825e+01   2.8679411e-08   1.2037099e-11   4.4494990e-13
   370   2.5818301e+03   2.5784185e+01   0.0000000e+00   7.2554683e+01   2.8582137e-08   1.1922690e-11   4.4460262e-13
   371   2.5598545e+03   2.5898074e+01   0.0000000e+00   7.0210329e+01   2.8485332e-08   1.1808988e-11   4.4425970e-13
   372   2.5384482e+03   2.6007415e+01   0.0000000e+00   6.7849607e+01   2.8388992e-08   1.1695960e-11   4.4392647e-13
   373   2.5176012e+03   2.6112414e+01   0.0000000e+00   6.5473556e+01   2.8293115e-08   1.1583567e-11   4.4360822e-13
   374   2.4973232e+03   2.6212974e+01   0.0000000e+00   6.3083218e+01   2.8197692e-08   1.1471771e-11   4.4331008e-13
   375   2.4776040e+03   2.6309001e+01   0.0000000e+00   6.0679335e+01   2.8102737e-08   1.1360541e-11   4.4303760e-13
   376   2.4584535e+03   2.6400400e+01   0.0000000e+00   5.8263048e+01   2.8008223e-08   1.1249836e-11   4.4279585e-13
   377   2.4398813e+03   2.6487176e+01   0.0000000e+00   5.5835198e+01   2.7914167e-08   1.1139623e-11   4.4259027e-13
   378   2.4218674e+03   2.6569233e+01   0.0000000e+00   5.3396727e+01   2.7820556e-08   1.1029863e-11   4.4242600e-13
