# ell     TT     EE      BB      TE
  3920  5.3978933e+00  1.6532290e-01  1.1646517e-02 -2.4259089e-01
  3921  5.3885036e+00  1.6490900e-01  1.1637963e-02 -2.4200456e-01
  3922  5.3791309e+00  1.6449475e-01  1.1629416e-02 -2.4141352e-01
  3923  5.3697745e+00  1.6408204e-01  1.1620876e-02 -2.4081861e-01
  3924  5.3604236e+00  1.6366975e-01  1.1612344e-02 -2.4021964e-01
  3925  5.3510774e+00  1.6325875e-01  1.1603819e-02 -2.3961644e-01
  3926  5.3417450e+00  1.6284793e-01  1.1595302e-02 -2.3900881e-01
  3927  5.3324155e+00  1.6243818e-01  1.1586794e-02 -2.3839857e-01
  3928  5.3230878e+00  1.6202936e-01  1.1578294e-02 -2.3778452e-01
  3929  5.3137610e+00  1.6162038e-01  1.1569802e-02 -2.3716646e-01
  3930  5.3044441e+00  1.6121311e-01  1.1561319e-02 -2.3654518e-01
  3931  5.2951161e+00  1.6080744e-01  1.1552845e-02 -2.3592046e-01
  3932  5.2857962e+00  1.6040127e-01  1.1544380e-02 -2.3529210e-01
  3933  5.2764634e+00  1.5999747e-01  1.1535925e-02 -2.3466087e-01
  3934  5.2671269e+00  1.5959394e-01  1.1527479e-02 -2.3402654e-01
  3935  5.2577860e+00  1.5919158e-01  1.1519043e-02 -2.3338889e-01
  3936  5.2484300e+00  1.5878927e-01  1.1510616e-02 -2.3274867e-01
  3937  5.2390584e+00  1.5838891e-01  1.1502200e-02 -2.3210566e-01
  3938  5.2296807e+00  1.5798940e-01  1.1493794e-02 -2.3145859e-01
  3939  5.2202866e+00  1.5759163e-01  1.1485398e-02 -2.3080923e-01
  3940  5.2108860e+00  1.5719351e-01  1.1477012e-02 -2.3015732e-01
  3941  5.2014687e+00  1.5679793e-01  1.1468637e-02 -2.2950361e-01
  3942  5.1920248e+00  1.5640280e-01  1.1460272e-02 -2.2884682e-01
  3943  5.1825746e+00  1.5600901e-01  1.1451917e-02 -2.2818771e-01
  3944  5.1731185e+00  1.5561649e-01  1.1443573e-02 -2.2752700e-01
  3945  5.1636368e+00  1.5522512e-01  1.1435239e-02 -2.2686441e-01
  3946  5.1541404e+00  1.5483483e-01  1.1426916e-02 -2.2619967e-01
  3947  5.1446299e+00  1.5444651e-01  1.1418603e-02 -2.2553250e-01
  3948  5.1351063e+00  1.5405909e-01  1.1410301e-02 -2.2486463e-01
  3949  5.1255707e+00  1.5367347e-01  1.1402008e-02 -2.2419476e-01
  3950  5.1160241e+00  1.5328857e-01  1.1393726e-02 -2.2352360e-01
  3951  5.1064580e+00  1.5290531e-01  1.1385453e-02 -2.2285086e-01
  3952  5.0968835e+00  1.5252360e-01  1.1377190e-02 -2.2217617e-01
  3953  5.0872923e+00  1.5214234e-01  1.1368937e-02 -2.2150117e-01
  3954  5.0777057e+00  1.5176345e-01  1.1360694e-02 -2.2082447e-01
  3955  5.0680953e+00  1.5138584e-01  1.1352459e-02 -2.2014570e-01
  3956  5.0584929e+00  1.5100943e-01  1.1344234e-02 -2.1946649e-01
  3957  5.0488800e+00  1.5063513e-01  1.1336017e-02 -2.1878646e-01
  3958  5.0392683e+00  1.5026186e-01  1.1327810e-02 -2.1810622e-01
  3959  5.0296597e+00  1.4989054e-01  1.1319610e-02 -2.1742438e-01
  3960  5.0200557e+00  1.4952010e-01  1.1311419e-02 -2.1674158e-01
  3961  5.0104481e+00  1.4915146e-01  1.1303235e-02 -2.1605843e-01
  3962  5.0008486e+00  1.4878455e-01  1.1295060e-02 -2.1537454e-01
  3963  4.9912587e+00  1.4841929e-01  1.1286892e-02 -2.1468953e-01
  3964  4.9816700e+00  1.4805562e-01  1.1278731e-02 -2.1400502e-01
  3965  4.9720941e+00  1.4769346e-01  1.1270577e-02 -2.1331862e-01
  3966  4.9625322e+00  1.4733275e-01  1.1262430e-02 -2.1263195e-01
  3967  4.9529757e+00  1.4697342e-01  1.1254290e-02 -2.1194563e-01
  3968  4.9434356e+00  1.4661642e-01  1.1246157e-02 -2.1125827e-01
  3969  4.9339032e+00  1.4626067e-01  1.1238029e-02 -2.1057051e-01
  3970  4.9243892e+00  1.4590613e-01  1.1229908e-02 -2.0988295e-01
  3971  4.9148943e+00  1.4555374e-01  1.1221793e-02 -2.0919423e-01
  3972  4.9054193e+00  1.4520343e-01  1.1213684e-02 -2.0850696e-01
  3973  4.8959545e+00  1.4485406e-01  1.1205580e-02 -2.0781878e-01
  3974  4.8865202e+00  1.4450658e-01  1.1197483e-02 -2.0713030e-01
  3975  4.8770964e+00  1.4416083e-01  1.1189391e-02 -2.0644217e-01
  3976  4.8676931e+00  1.4381678e-01  1.1181304e-02 -2.0575501e-01
  3977  4.8583101e+00  1.4347436e-01  1.1173223e-02 -2.0506745e-01
  3978  4.8489469e+00  1.4313364e-01  1.1165148e-02 -2.0438015e-01
  3979  4.8396029e+00  1.4279468e-01  1.1157078e-02 -2.0369372e-01
  3980  4.8302773e+00  1.4245734e-01  1.1149014e-02 -2.0300682e-01
  3981  4.8209693e+00  1.4212177e-01  1.1140955e-02 -2.0232110e-01
  3982  4.8116776e+00  1.4178794e-01  1.1132902e-02 -2.0163619e-01
  3983  4.8024110e+00  1.4145572e-01  1.1124855e-02 -2.0095176e-01
  3984  4.7931582e+00  1.4112518e-01  1.1116813e-02 -2.0026845e-01
  3985  4.7839176e+00  1.4079638e-01  1.1108778e-02 -1.9958493e-01
  3986  4.7746876e+00  1.4046929e-01  1.1100749e-02 -1.9890385e-01
  3987  4.7654763e+00  1.4014389e-01  1.1092725e-02 -1.9822288e-01
  3988  4.7562820e+00  1.3982005e-01  1.1084709e-02 -1.9754268e-01
  3989  4.7470926e+00  1.3949805e-01  1.1076698e-02 -1.9686393e-01
  3990  4.7379061e+00  1.3917766e-01  1.1068695e-02 -1.9618730e-01
  3991  4.7287405e+00  1.3885897e-01  1.1060698e-02 -1.9551147e-01
  3992  4.7195836e+00  1.3854196e-01  1.1052708e-02 -1.9483711e-01
  3993  4.7104332e+00  1.3822671e-01  1.1044726e-02 -1.9416392e-01
  3994  4.7012872e+00  1.3791311e-01  1.1036751e-02 -1.9349358e-01
  3995  4.6921433e+00  1.3760124e-01  1.1028783e-02 -1.9282479e-01
  3996  4.6830094e+00  1.3729110e-01  1.1020823e-02 -1.9215823e-01
  3997  4.6738733e+00  1.3698267e-01  1.1012872e-02 -1.9149362e-01
  3998  4.6647429e+00  1.3667585e-01  1.1004928e-02 -1.9083164e-01
  3999  4.6556162e+00  1.3637062e-01  1.0996992e-02 -1.9017201e-01
  4000  4.6464812e+00  1.3606720e-01  1.0989065e-02 -1.8951444e-01
  4001  4.6373459e+00  1.3576537e-01  1.0981147e-02 -1.8885963e-01
  4002  4.6282084e+00  1.3546514e-01  1.0973237e-02 -1.8820727e-01
  4003  4.6190766e+00  1.3516663e-01  1.0965336e-02 -1.8755703e-01
  4004  4.6099289e+00  1.3486974e-01  1.0957445e-02 -1.8691060e-01
  4005  4.6007834e+00  1.3457449e-01  1.0949562e-02 -1.8626567e-01
  4006  4.5916286e+00  1.3428090e-01  1.0941688e-02 -1.8562492e-01
  4007  4.5824631e+00  1.3398898e-01  1.0933823e-02 -1.8498604e-01
  4008  4.5733054e+00  1.3369865e-01  1.0925968e-02 -1.8435074e-01
  4009  4.5641345e+00  1.3341003e-01  1.0918122e-02 -1.8371773e-01
  4010  4.5549592e+00  1.3312304e-01  1.0910285e-02 -1.8308769e-01
  4011  4.5457686e+00  1.3283760e-01  1.0902457e-02 -1.8246135e-01
  4012  4.5365820e+00  1.3255385e-01  1.0894639e-02 -1.8183743e-01
  4013  4.5273887e+00  1.3227170e-01  1.0886830e-02 -1.8121763e-01
  4014  4.5181880e+00  1.3199118e-01  1.0879030e-02 -1.8060069e-01
  4015  4.5089897e+00  1.3171222e-01  1.0871239e-02 -1.7998633e-01
  4016  4.4997734e+00  1.3143496e-01  1.0863457e-02 -1.7937629e-01
  4017  4.4905690e+00  1.3115922e-01  1.0855684e-02 -1.7876930e-01
  4018  4.4813562e+00  1.3088504e-01  1.0847920e-02 -1.7816511e-01
  4019  4.4721453e+00  1.3061244e-01  1.0840165e-02 -1.7756546e-01
  4020  4.4629361e+00  1.3034148e-01  1.0832418e-02 -1.7696911e-01
  4021  4.4537290e+00  1.3007207e-01  1.0824679e-02 -1.7637581e-01
  4022  4.4445241e+00  1.2980427e-01  1.0816949e-02 -1.7578633e-01
  4023  4.4353316e+00  1.2953801e-01  1.0809226e-02 -1.7520044e-01
  4024  4.4261419e+00  1.2927332e-01  1.0801512e-02 -1.7461790e-01
  4025  4.4169653e+00  1.2901016e-01  1.0793805e-02 -1.7403949e-01
  4026  4.4078022e+00  1.2874847e-01  1.0786106e-02 -1.7346501e-01
  4027  4.3986428e+00  1.2848828e-01  1.0778414e-02 -1.7289424e-01
  4028  4.3895076e+00  1.2822964e-01  1.0770729e-02 -1.7232796e-01
  4029  4.3803867e+00  1.2797251e-01  1.0763052e-02 -1.7176430e-01
  4030  4.3712705e+00  1.2771671e-01  1.0755381e-02 -1.7120494e-01
  4031  4.3621792e+00  1.2746251e-01  1.0747716e-02 -1.7064951e-01
  4032  4.3531129e+00  1.2720966e-01  1.0740059e-02 -1.7009793e-01
  4033  4.3440617e+00  1.2695819e-01  1.0732408e-02 -1.6955031e-01
  4034  4.3350356e+00  1.2670816e-01  1.0724762e-02 -1.6900648e-01
  4035  4.3260346e+00  1.2645952e-01  1.0717123e-02 -1.6846660e-01
  4036  4.3170584e+00  1.2621233e-01  1.0709490e-02 -1.6793069e-01
  4037  4.3080967e+00  1.2596643e-01  1.0701863e-02 -1.6739870e-01
  4038  4.2991693e+00  1.2572188e-01  1.0694242e-02 -1.6687070e-01
  4039  4.2902755e+00  1.2547864e-01  1.0686626e-02 -1.6634664e-01
  4040  4.2814047e+00  1.2523665e-01  1.0679016e-02 -1.6582649e-01
  4041  4.2725563e+00  1.2499588e-01  1.0671411e-02 -1.6531042e-01
  4042  4.2637493e+00  1.2475647e-01  1.0663812e-02 -1.6479832e-01
  4043  4.2549629e+00  1.2451819e-01  1.0656219e-02 -1.6429037e-01
  4044  4.2462058e+00  1.2428110e-01  1.0648630e-02 -1.6378637e-01
  4045  4.2374768e+00  1.2404514e-01  1.0641048e-02 -1.6328640e-01
  4046  4.2287748e+00  1.2381038e-01  1.0633471e-02 -1.6279059e-01
  4047  4.2201081e+00  1.2357678e-01  1.0625899e-02 -1.6229873e-01
  4048  4.2114654e+00  1.2334429e-01  1.0618333e-02 -1.6181095e-01
  4049  4.2028649e+00  1.2311277e-01  1.0610773e-02 -1.6132737e-01
  4050  4.1942849e+00  1.2288249e-01  1.0603218e-02 -1.6084782e-01
  4051  4.1857337e+00  1.2265321e-01  1.0595669e-02 -1.6037233e-01
  4052  4.1772091e+00  1.2242489e-01  1.0588126e-02 -1.5990097e-01
  4053  4.1687093e+00  1.2219773e-01  1.0580589e-02 -1.5943379e-01
  4054  4.1602419e+00  1.2197148e-01  1.0573058e-02 -1.5897065e-01
  4055  4.1517948e+00  1.2174625e-01  1.0565533e-02 -1.5851185e-01
  4056  4.1433758e+00  1.2152199e-01  1.0558015e-02 -1.5805704e-01
  4057  4.1349728e+00  1.2129879e-01  1.0550503e-02 -1.5760662e-01
  4058  4.1265933e+00  1.2107643e-01  1.0542998e-02 -1.5716037e-01
  4059  4.1182454e+00  1.2085508e-01  1.0535500e-02 -1.5671830e-01
  4060  4.1099066e+00  1.2063473e-01  1.0528008e-02 -1.5628050e-01
  4061  4.1015849e+00  1.2041525e-01  1.0520524e-02 -1.5584697e-01
  4062  4.0932882e+00  1.2019672e-01  1.0513046e-02 -1.5541763e-01
  4063  4.0850042e+00  1.1997902e-01  1.0505576e-02 -1.5499258e-01
  4064  4.0767411e+00  1.1976222e-01  1.0498114e-02 -1.5457186e-01
  4065  4.0684968e+00  1.1954632e-01  1.0490658e-02 -1.5415539e-01
  4066  4.0602595e+00  1.1933127e-01  1.0483211e-02 -1.5374328e-01
  4067  4.0520374e+00  1.1911707e-01  1.0475771e-02 -1.5333549e-01
  4068  4.0438289e+00  1.1890369e-01  1.0468339e-02 -1.5293194e-01
  4069  4.0356222e+00  1.1869101e-01  1.0460915e-02 -1.5253278e-01
  4070  4.0274360e+00  1.1847920e-01  1.0453499e-02 -1.5213795e-01
  4071  4.0192588e+00  1.1826815e-01  1.0446091e-02 -1.5174751e-01
  4072  4.0110995e+00  1.1805782e-01  1.0438692e-02 -1.5136150e-01
  4073  4.0029369e+00  1.1784821e-01  1.0431300e-02 -1.5097970e-01
  4074  3.9948000e+00  1.1763928e-01  1.0423917e-02 -1.5060225e-01
  4075  3.9866679e+00  1.1743111e-01  1.0416541e-02 -1.5022903e-01
  4076  3.9785398e+00  1.1722367e-01  1.0409174e-02 -1.4986001e-01
  4077  3.9704351e+00  1.1701685e-01  1.0401816e-02 -1.4949526e-01
  4078  3.9623333e+00  1.1681061e-01  1.0394465e-02 -1.4913476e-01
  4079  3.9542540e+00  1.1660514e-01  1.0387122e-02 -1.4877829e-01
  4080  3.9461768e+00  1.1640030e-01  1.0379788e-02 -1.4842603e-01
  4081  3.9381216e+00  1.1619598e-01  1.0372462e-02 -1.4807788e-01
  4082  3.9300783e+00  1.1599233e-01  1.0365143e-02 -1.4773372e-01
  4083  3.9220568e+00  1.1578915e-01  1.0357833e-02 -1.4739365e-01
  4084  3.9140373e+00  1.1558659e-01  1.0350530e-02 -1.4705757e-01
  4085  3.9060399e+00  1.1538463e-01  1.0343235e-02 -1.4672548e-01
  4086  3.8980648e+00  1.1518305e-01  1.0335948e-02 -1.4639728e-01
  4087  3.8901123e+00  1.1498210e-01  1.0328668e-02 -1.4607299e-01
  4088  3.8821727e+00  1.1478157e-01  1.0321396e-02 -1.4575251e-01
  4089  3.8742465e+00  1.1458152e-01  1.0314131e-02 -1.4543566e-01
  4090  3.8663540e+00  1.1438192e-01  1.0306873e-02 -1.4512256e-01
  4091  3.8584757e+00  1.1418274e-01  1.0299622e-02 -1.4481302e-01
  4092  3.8506319e+00  1.1398394e-01  1.0292378e-02 -1.4450708e-01
  4093  3.8428031e+00  1.1378559e-01  1.0285141e-02 -1.4420455e-01
  4094  3.8350098e+00  1.1358766e-01  1.0277911e-02 -1.4390557e-01
  4095  3.8272424e+00  1.1339000e-01  1.0270687e-02 -1.4360987e-01
  4096  3.8195012e+00  1.1319270e-01  1.0263470e-02 -1.4331749e-01
  4097  3.8117866e+00  1.1299579e-01  1.0256259e-02 -1.4302836e-01
  4098  3.8041090e+00  1.1279916e-01  1.0249054e-02 -1.4274233e-01
  4099  3.7964585e+00  1.1260276e-01  1.0241855e-02 -1.4245953e-01
  4100  3.7888354e+00  1.1240675e-01  1.0234663e-02 -1.4217972e-01
  4101  3.7812498e+00  1.1221089e-01  1.0227476e-02 -1.4190295e-01
  4102  3.7736918e+00  1.1201525e-01  1.0220295e-02 -1.4162911e-01
  4103  3.7661715e+00  1.1181990e-01  1.0213121e-02 -1.4135821e-01
  4104  3.7586888e+00  1.1162469e-01  1.0205952e-02 -1.4109024e-01
  4105  3.7512335e+00  1.1142970e-01  1.0198788e-02 -1.4082522e-01
  4106  3.7438155e+00  1.1123488e-01  1.0191631e-02 -1.4056315e-01
  4107  3.7364244e+00  1.1104021e-01  1.0184479e-02 -1.4030384e-01
  4108  3.7290799e+00  1.1084564e-01  1.0177333e-02 -1.4004740e-01
  4109  3.7217617e+00  1.1065133e-01  1.0170192e-02 -1.3979375e-01
  4110  3.7144791e+00  1.1045715e-01  1.0163057e-02 -1.3954290e-01
  4111  3.7072317e+00  1.1026314e-01  1.0155928e-02 -1.3929457e-01
  4112  3.7000188e+00  1.1006928e-01  1.0148804e-02 -1.3904899e-01
  4113  3.6928397e+00  1.0987551e-01  1.0141686e-02 -1.3880596e-01
  4114  3.6856937e+00  1.0968199e-01  1.0134574e-02 -1.3856561e-01
  4115  3.6785800e+00  1.0948857e-01  1.0127468e-02 -1.3832767e-01
  4116  3.6714978e+00  1.0929521e-01  1.0120368e-02 -1.3809236e-01
  4117  3.6644463e+00  1.0910195e-01  1.0113273e-02 -1.3785950e-01
  4118  3.6574245e+00  1.0890886e-01  1.0106185e-02 -1.3762913e-01
  4119  3.6504316e+00  1.0871568e-01  1.0099103e-02 -1.3740125e-01
  4120  3.6434667e+00  1.0852265e-01  1.0092027e-02 -1.3717572e-01
  4121  3.6365288e+00  1.0832962e-01  1.0084957e-02 -1.3695264e-01
  4122  3.6296271e+00  1.0813665e-01  1.0077893e-02 -1.3673195e-01
  4123  3.6227407e+00  1.0794357e-01  1.0070836e-02 -1.3651358e-01
  4124  3.6158887e+00  1.0775063e-01  1.0063785e-02 -1.3629746e-01
  4125  3.6090503e+00  1.0755768e-01  1.0056741e-02 -1.3608361e-01
  4126  3.6022447e+00  1.0736464e-01  1.0049703e-02 -1.3587196e-01
  4127  3.5954512e+00  1.0717167e-01  1.0042672e-02 -1.3566255e-01
  4128  3.5886891e+00  1.0697860e-01  1.0035648e-02 -1.3545519e-01
  4129  3.5819478e+00  1.0678558e-01  1.0028630e-02 -1.3525002e-01
  4130  3.5752266e+00  1.0659243e-01  1.0021620e-02 -1.3504686e-01
  4131  3.5685252e+00  1.0639919e-01  1.0014617e-02 -1.3484563e-01
  4132  3.5618431e+00  1.0620590e-01  1.0007620e-02 -1.3464647e-01
  4133  3.5551700e+00  1.0601249e-01  1.0000631e-02 -1.3444910e-01
  4134  3.5485256e+00  1.0581900e-01  9.9936485e-03 -1.3425364e-01
  4135  3.5418998e+00  1.0562534e-01  9.9866733e-03 -1.3405991e-01
  4136  3.5352925e+00  1.0543166e-01  9.9797053e-03 -1.3386803e-01
  4137  3.5286938e+00  1.0523789e-01  9.9727445e-03 -1.3367772e-01
  4138  3.5221237e+00  1.0504394e-01  9.9657908e-03 -1.3348901e-01
  4139  3.5155624e+00  1.0485005e-01  9.9588444e-03 -1.3330190e-01
  4140  3.5090203e+00  1.0465593e-01  9.9519051e-03 -1.3311621e-01
  4141  3.5025076e+00  1.0446183e-01  9.9449729e-03 -1.3293187e-01
  4142  3.4959949e+00  1.0426764e-01  9.9380479e-03 -1.3274897e-01
  4143  3.4895126e+00  1.0407341e-01  9.9311300e-03 -1.3256733e-01
  4144  3.4830414e+00  1.0387905e-01  9.9242192e-03 -1.3238686e-01
  4145  3.4765919e+00  1.0368457e-01  9.9173154e-03 -1.3220747e-01
  4146  3.4701649e+00  1.0349000e-01  9.9104185e-03 -1.3202925e-01
  4147  3.4637511e+00  1.0329535e-01  9.9035286e-03 -1.3185193e-01
  4148  3.4573614e+00  1.0310055e-01  9.8966455e-03 -1.3167558e-01
  4149  3.4509867e+00  1.0290559e-01  9.8897693e-03 -1.3150013e-01
  4150  3.4446378e+00  1.0271061e-01  9.8828997e-03 -1.3132546e-01
  4151  3.4383059e+00  1.0251550e-01  9.8760368e-03 -1.3115147e-01
  4152  3.4320018e+00  1.0232018e-01  9.8691805e-03 -1.3097829e-01
  4153  3.4257167e+00  1.0212485e-01  9.8623308e-03 -1.3080575e-01
  4154  3.4194518e+00  1.0192932e-01  9.8554874e-03 -1.3063387e-01
  4155  3.4132080e+00  1.0173380e-01  9.8486505e-03 -1.3046266e-01
  4156  3.4069966e+00  1.0153808e-01  9.8418198e-03 -1.3029196e-01
  4157  3.4007986e+00  1.0134217e-01  9.8349954e-03 -1.3012178e-01
  4158  3.3946351e+00  1.0114618e-01  9.8281771e-03 -1.2995224e-01
  4159  3.3884970e+00  1.0095009e-01  9.8213649e-03 -1.2978304e-01
  4160  3.3823854e+00  1.0075381e-01  9.8145588e-03 -1.2961431e-01
  4161  3.3762913e+00  1.0055734e-01  9.8077586e-03 -1.2944594e-01
  4162  3.3702354e+00  1.0036067e-01  9.8009644e-03 -1.2927785e-01
  4163  3.3641988e+00  1.0016390e-01  9.7941760e-03 -1.2911004e-01
  4164  3.3581921e+00  9.9967032e-02  9.7873935e-03 -1.2894251e-01
  4165  3.3522162e+00  9.9769949e-02  9.7806169e-03 -1.2877526e-01
  4166  3.3462617e+00  9.9572747e-02  9.7738460e-03 -1.2860820e-01
  4167  3.3403393e+00  9.9375318e-02  9.7670808e-03 -1.2844130e-01
  4168  3.3344495e+00  9.9177854e-02  9.7603214e-03 -1.2827447e-01
  4169  3.3285828e+00  9.8980244e-02  9.7535677e-03 -1.2810770e-01
  4170  3.3227397e+00  9.8782577e-02  9.7468198e-03 -1.2794107e-01
  4171  3.3169206e+00  9.8584741e-02  9.7400776e-03 -1.2777446e-01
  4172  3.3111357e+00  9.8386724e-02  9.7333411e-03 -1.2760786e-01
  4173  3.3053755e+00  9.8188611e-02  9.7266104e-03 -1.2744124e-01
  4174  3.2996400e+00  9.7990389e-02  9.7198855e-03 -1.2727449e-01
  4175  3.2939296e+00  9.7791941e-02  9.7131664e-03 -1.2710766e-01
  4176  3.2882442e+00  9.7593450e-02  9.7064531e-03 -1.2694074e-01
  4177  3.2825841e+00  9.7394701e-02  9.6997457e-03 -1.2677359e-01
  4178  3.2769393e+00  9.7195875e-02  9.6930442e-03 -1.2660637e-01
  4179  3.2713298e+00  9.6996852e-02  9.6863486e-03 -1.2643884e-01
  4180  3.2657356e+00  9.6797713e-02  9.6796591e-03 -1.2627117e-01
  4181  3.2601569e+00  9.6598439e-02  9.6729755e-03 -1.2610329e-01
  4182  3.2546035e+00  9.6399107e-02  9.6662981e-03 -1.2593507e-01
  4183  3.2490754e+00  9.6199595e-02  9.6596267e-03 -1.2576665e-01
  4184  3.2435527e+00  9.5999881e-02  9.6529616e-03 -1.2559788e-01
  4185  3.2380555e+00  9.5800143e-02  9.6463026e-03 -1.2542879e-01
  4186  3.2325736e+00  9.5600354e-02  9.6396499e-03 -1.2525942e-01
  4187  3.2271172e+00  9.5400391e-02  9.6330035e-03 -1.2508951e-01
  4188  3.2216665e+00  9.5200329e-02  9.6263635e-03 -1.2491928e-01
  4189  3.2162314e+00  9.5000141e-02  9.6197298e-03 -1.2474856e-01
  4190  3.2108123e+00  9.4799901e-02  9.6131025e-03 -1.2457737e-01
  4191  3.2054092e+00  9.4599482e-02  9.6064816e-03 -1.2440563e-01
  4192  3.2000125e+00  9.4399055e-02  9.5998672e-03 -1.2423346e-01
  4193  3.1946326e+00  9.4198592e-02  9.5932592e-03 -1.2406066e-01
  4194  3.1892697e+00  9.3998165e-02  9.5866578e-03 -1.2388735e-01
  4195  3.1839143e+00  9.3797644e-02  9.5800627e-03 -1.2371342e-01
  4196  3.1785670e+00  9.3597199e-02  9.5734742e-03 -1.2353888e-01
  4197  3.1732382e+00  9.3396699e-02  9.5668921e-03 -1.2336372e-01
  4198  3.1679187e+00  9.3196315e-02  9.5603165e-03 -1.2318803e-01
  4199  3.1626090e+00  9.2995913e-02  9.5537473e-03 -1.2301160e-01
  4200  3.1573100e+00  9.2795564e-02  9.5471845e-03 -1.2283442e-01
  4201  3.1520125e+00  9.2595332e-02  9.5406281e-03 -1.2265666e-01
  4202  3.1467374e+00  9.2395177e-02  9.5340780e-03 -1.2247821e-01
  4203  3.1414758e+00  9.2194956e-02  9.5275342e-03 -1.2229893e-01
  4204  3.1362187e+00  9.1994925e-02  9.5209967e-03 -1.2211889e-01
  4205  3.1309774e+00  9.1794840e-02  9.5144653e-03 -1.2193806e-01
  4206  3.1257529e+00  9.1594858e-02  9.5079401e-03 -1.2175649e-01
  4207  3.1205364e+00  9.1394934e-02  9.5014210e-03 -1.2157405e-01
  4208  3.1153292e+00  9.1195124e-02  9.4949078e-03 -1.2139079e-01
  4209  3.1101426e+00  9.0995381e-02  9.4884007e-03 -1.2120666e-01
  4210  3.1049578e+00  9.0795662e-02  9.4818994e-03 -1.2102161e-01
  4211  3.0997961e+00  9.0596121e-02  9.4754040e-03 -1.2083567e-01
  4212  3.0946588e+00  9.0396712e-02  9.4689143e-03 -1.2064879e-01
  4213  3.0895271e+00  9.0197290e-02  9.4624304e-03 -1.2046091e-01
  4214  3.0844124e+00  8.9998108e-02  9.4559520e-03 -1.2027216e-01
  4215  3.0793159e+00  8.9798920e-02  9.4494792e-03 -1.2008247e-01
  4216  3.0742287e+00  8.9599981e-02  9.4430120e-03 -1.1989176e-01
  4217  3.0691722e+00  8.9401143e-02  9.4365502e-03 -1.1970006e-01
  4218  3.0641273e+00  8.9202360e-02  9.4300938e-03 -1.1950740e-01
  4219  3.0590953e+00  8.9003785e-02  9.4236428e-03 -1.1931379e-01
  4220  3.0540872e+00  8.8805373e-02  9.4171971e-03 -1.1911913e-01
  4221  3.0491040e+00  8.8606976e-02  9.4107567e-03 -1.1892336e-01
  4222  3.0441266e+00  8.8408847e-02  9.4043215e-03 -1.1872657e-01
  4223  3.0391758e+00  8.8210840e-02  9.3978916e-03 -1.1852877e-01
  4224  3.0342426e+00  8.8012908e-02  9.3914668e-03 -1.1832977e-01
  4225  3.0293275e+00  8.7815104e-02  9.3850473e-03 -1.1812966e-01
  4226  3.0244313e+00  8.7617481e-02  9.3786330e-03 -1.1792855e-01
  4227  3.0195545e+00  8.7420094e-02  9.3722239e-03 -1.1772632e-01
  4228  3.0146977e+00  8.7222794e-02  9.3658200e-03 -1.1752298e-01
  4229  3.0098612e+00  8.7025737e-02  9.3594213e-03 -1.1731861e-01
  4230  3.0050354e+00  8.6828875e-02  9.3530279e-03 -1.1711330e-01
  4231  3.0002305e+00  8.6632163e-02  9.3466398e-03 -1.1690694e-01
  4232  2.9954468e+00  8.6435853e-02  9.3402570e-03 -1.1669951e-01
  4233  2.9906744e+00  8.6239701e-02  9.3338796e-03 -1.1649118e-01
  4234  2.9859233e+00  8.6043760e-02  9.3275075e-03 -1.1628184e-01
  4235  2.9811836e+00  8.5848185e-02  9.3211410e-03 -1.1607157e-01
  4236  2.9764651e+00  8.5652730e-02  9.3147800e-03 -1.1586022e-01
  4237  2.9717578e+00  8.5457651e-02  9.3084245e-03 -1.1564798e-01
  4238  2.9670516e+00  8.5262802e-02  9.3020747e-03 -1.1543482e-01
  4239  2.9623762e+00  8.5068239e-02  9.2957307e-03 -1.1522059e-01
  4240  2.9577014e+00  8.4873918e-02  9.2893924e-03 -1.1500547e-01
  4241  2.9530370e+00  8.4679994e-02  9.2830599e-03 -1.1478940e-01
  4242  2.9483827e+00  8.4486224e-02  9.2767334e-03 -1.1457256e-01
  4243  2.9437383e+00  8.4292964e-02  9.2704128e-03 -1.1435480e-01
  4244  2.9391033e+00  8.4099871e-02  9.2640983e-03 -1.1413626e-01
  4245  2.9344777e+00  8.3907202e-02  9.2577899e-03 -1.1391691e-01
  4246  2.9298511e+00  8.3714916e-02  9.2514877e-03 -1.1369689e-01
  4247  2.9252333e+00  8.3523070e-02  9.2451916e-03 -1.1347615e-01
  4248  2.9206240e+00  8.3331523e-02  9.2389019e-03 -1.1325462e-01
  4249  2.9160132e+00  8.3140333e-02  9.2326184e-03 -1.1303237e-01
  4250  2.9114106e+00  8.2949659e-02  9.2263413e-03 -1.1280951e-01
  4251  2.9068163e+00  8.2759261e-02  9.2200706e-03 -1.1258599e-01
  4252  2.9022101e+00  8.2569293e-02  9.2138062e-03 -1.1236173e-01
  4253  2.8976121e+00  8.2379807e-02  9.2075483e-03 -1.1213682e-01
  4254  2.8930225e+00  8.2190657e-02  9.2012968e-03 -1.1191116e-01
  4255  2.8884214e+00  8.2001897e-02  9.1950517e-03 -1.1168487e-01
  4256  2.8838291e+00  8.1813683e-02  9.1888130e-03 -1.1145784e-01
  4257  2.8792358e+00  8.1625869e-02  9.1825807e-03 -1.1123037e-01
  4258  2.8746420e+00  8.1438411e-02  9.1763547e-03 -1.1100216e-01
  4259  2.8700482e+00  8.1251566e-02  9.1701351e-03 -1.1077349e-01
  4260  2.8654648e+00  8.1065091e-02  9.1639217e-03 -1.1054416e-01
