# ell     TT     EE      BB      TE
  5483  6.2727631e-01  1.1305692e-02  4.3047211e-03 -1.4010101e-02
  5484  6.2671308e-01  1.1292164e-02  4.3022230e-03 -1.3993548e-02
  5485  6.2613866e-01  1.1278663e-02  4.2997277e-03 -1.3977089e-02
  5486  6.2555352e-01  1.1265170e-02  4.2972354e-03 -1.3960723e-02
  5487  6.2495791e-01  1.1251703e-02  4.2947459e-03 -1.3944448e-02
  5488  6.2435260e-01  1.1238264e-02  4.2922592e-03 -1.3928260e-02
  5489  6.2373818e-01  1.1224833e-02  4.2897752e-03 -1.3912158e-02
  5490  6.2311530e-01  1.1211428e-02  4.2872938e-03 -1.3896137e-02
  5491  6.2248503e-01  1.1198041e-02  4.2848150e-03 -1.3880193e-02
  5492  6.2184810e-01  1.1184681e-02  4.2823386e-03 -1.3864323e-02
  5493  6.2120552e-01  1.1171338e-02  4.2798645e-03 -1.3848521e-02
  5494  6.2055844e-01  1.1158013e-02  4.2773926e-03 -1.3832782e-02
  5495  6.1990797e-01  1.1144715e-02  4.2749228e-03 -1.3817102e-02
  5496  6.1925517e-01  1.1131434e-02  4.2724549e-03 -1.3801474e-02
  5497  6.1860120e-01  1.1118171e-02  4.2699889e-03 -1.3785895e-02
  5498  6.1794726e-01  1.1104936e-02  4.2675246e-03 -1.3770357e-02
  5499  6.1729462e-01  1.1091718e-02  4.2650618e-03 -1.3754856e-02
  5500  6.1664426e-01  1.1078527e-02  4.2626005e-03 -1.3739386e-02
  5501  6.1599744e-01  1.1065354e-02  4.2601404e-03 -1.3723943e-02
  5502  6.1535528e-01  1.1052199e-02  4.2576816e-03 -1.3708520e-02
  5503  6.1471886e-01  1.1039072e-02  4.2552237e-03 -1.3693113e-02
  5504  6.1408920e-01  1.1025963e-02  4.2527668e-03 -1.3677717e-02
  5505  6.1346715e-01  1.1012881e-02  4.2503107e-03 -1.3662327e-02
  5506  6.1285362e-01  1.0999817e-02  4.2478554e-03 -1.3646942e-02
  5507  6.1224949e-01  1.0986780e-02  4.2454006e-03 -1.3631554e-02
  5508  6.1165538e-01  1.0973762e-02  4.2429464e-03 -1.3616161e-02
  5509  6.1107201e-01  1.0960771e-02  4.2404927e-03 -1.3600762e-02
  5510  6.1049969e-01  1.0947797e-02  4.2380393e-03 -1.3585353e-02
  5511  6.0993903e-01  1.0934841e-02  4.2355863e-03 -1.3569933e-02
  5512  6.0939013e-01  1.0921923e-02  4.2331336e-03 -1.3554500e-02
  5513  6.0885328e-01  1.0909011e-02  4.2306812e-03 -1.3539053e-02
  5514  6.0832854e-01  1.0896137e-02  4.2282290e-03 -1.3523591e-02
  5515  6.0781587e-01  1.0883270e-02  4.2257771e-03 -1.3508116e-02
  5516  6.0731502e-01  1.0870440e-02  4.2233255e-03 -1.3492628e-02
  5517  6.0682582e-01  1.0857626e-02  4.2208742e-03 -1.3477128e-02
  5518  6.0634779e-01  1.0844829e-02  4.2184232e-03 -1.3461616e-02
  5519  6.0588045e-01  1.0832059e-02  4.2159726e-03 -1.3446098e-02
  5520  6.0542332e-01  1.0819314e-02  4.2135224e-03 -1.3430573e-02
  5521  6.0497565e-01  1.0806585e-02  4.2110728e-03 -1.3415046e-02
  5522  6.0453666e-01  1.0793882e-02  4.2086237e-03 -1.3399519e-02
  5523  6.0410543e-01  1.0781194e-02  4.2061753e-03 -1.3383997e-02
  5524  6.0368127e-01  1.0768531e-02  4.2037276e-03 -1.3368483e-02
  5525  6.0326310e-01  1.0755894e-02  4.2012809e-03 -1.3352982e-02
  5526  6.0284983e-01  1.0743270e-02  4.1988351e-03 -1.3337498e-02
  5527  6.0244041e-01  1.0730671e-02  4.1963904e-03 -1.3322036e-02
  5528  6.0203396e-01  1.0718096e-02  4.1939469e-03 -1.3306601e-02
  5529  6.0162910e-01  1.0705535e-02  4.1915047e-03 -1.3291197e-02
  5530  6.0122503e-01  1.0692997e-02  4.1890639e-03 -1.3275829e-02
  5531  6.0082036e-01  1.0680473e-02  4.1866247e-03 -1.3260502e-02
  5532  6.0041413e-01  1.0667981e-02  4.1841872e-03 -1.3245222e-02
  5533  6.0000537e-01  1.0655502e-02  4.1817515e-03 -1.3229992e-02
  5534  5.9959290e-01  1.0643036e-02  4.1793176e-03 -1.3214816e-02
  5535  5.9917594e-01  1.0630602e-02  4.1768858e-03 -1.3199700e-02
  5536  5.9875341e-01  1.0618179e-02  4.1744561e-03 -1.3184646e-02
  5537  5.9832456e-01  1.0605779e-02  4.1720285e-03 -1.3169659e-02
  5538  5.9788865e-01  1.0593400e-02  4.1696032e-03 -1.3154741e-02
  5539  5.9744490e-01  1.0581032e-02  4.1671803e-03 -1.3139896e-02
  5540  5.9699272e-01  1.0568686e-02  4.1647597e-03 -1.3125126e-02
  5541  5.9653172e-01  1.0556360e-02  4.1623417e-03 -1.3110434e-02
  5542  5.9606143e-01  1.0544055e-02  4.1599261e-03 -1.3095818e-02
  5543  5.9558165e-01  1.0531762e-02  4.1575131e-03 -1.3081283e-02
  5544  5.9509201e-01  1.0519488e-02  4.1551027e-03 -1.3066827e-02
  5545  5.9459264e-01  1.0507245e-02  4.1526948e-03 -1.3052452e-02
  5546  5.9408339e-01  1.0495003e-02  4.1502894e-03 -1.3038156e-02
  5547  5.9356459e-01  1.0482791e-02  4.1478867e-03 -1.3023938e-02
  5548  5.9303631e-01  1.0470599e-02  4.1454864e-03 -1.3009798e-02
  5549  5.9249900e-01  1.0458418e-02  4.1430887e-03 -1.2995733e-02
  5550  5.9195304e-01  1.0446256e-02  4.1406933e-03 -1.2981740e-02
  5551  5.9139906e-01  1.0434115e-02  4.1383004e-03 -1.2967819e-02
  5552  5.9083762e-01  1.0421994e-02  4.1359097e-03 -1.2953963e-02
  5553  5.9026944e-01  1.0409894e-02  4.1335213e-03 -1.2940171e-02
  5554  5.8969543e-01  1.0397813e-02  4.1311351e-03 -1.2926439e-02
  5555  5.8911636e-01  1.0385753e-02  4.1287508e-03 -1.2912762e-02
  5556  5.8853315e-01  1.0373704e-02  4.1263686e-03 -1.2899136e-02
  5557  5.8794678e-01  1.0361675e-02  4.1239882e-03 -1.2885556e-02
  5558  5.8735817e-01  1.0349676e-02  4.1216095e-03 -1.2872018e-02
  5559  5.8676856e-01  1.0337687e-02  4.1192324e-03 -1.2858516e-02
  5560  5.8617881e-01  1.0325720e-02  4.1168568e-03 -1.2845046e-02
  5561  5.8559009e-01  1.0313772e-02  4.1144826e-03 -1.2831603e-02
  5562  5.8500335e-01  1.0301856e-02  4.1121097e-03 -1.2818181e-02
  5563  5.8441976e-01  1.0289950e-02  4.1097380e-03 -1.2804777e-02
  5564  5.8384023e-01  1.0278065e-02  4.1073673e-03 -1.2791385e-02
  5565  5.8326575e-01  1.0266200e-02  4.1049976e-03 -1.2778000e-02
  5566  5.8269736e-01  1.0254356e-02  4.1026287e-03 -1.2764619e-02
  5567  5.8213574e-01  1.0242533e-02  4.1002605e-03 -1.2751237e-02
  5568  5.8158191e-01  1.0230731e-02  4.0978931e-03 -1.2737851e-02
  5569  5.8103642e-01  1.0218950e-02  4.0955261e-03 -1.2724458e-02
  5570  5.8050014e-01  1.0207189e-02  4.0931597e-03 -1.2711053e-02
  5571  5.7997334e-01  1.0195449e-02  4.0907938e-03 -1.2697636e-02
  5572  5.7945681e-01  1.0183730e-02  4.0884282e-03 -1.2684203e-02
  5573  5.7895074e-01  1.0172031e-02  4.0860630e-03 -1.2670754e-02
  5574  5.7845551e-01  1.0160353e-02  4.0836982e-03 -1.2657287e-02
  5575  5.7797121e-01  1.0148705e-02  4.0813336e-03 -1.2643800e-02
  5576  5.7749790e-01  1.0137067e-02  4.0789693e-03 -1.2630295e-02
  5577  5.7703555e-01  1.0125460e-02  4.0766054e-03 -1.2616771e-02
  5578  5.7658412e-01  1.0113862e-02  4.0742417e-03 -1.2603229e-02
  5579  5.7614317e-01  1.0102295e-02  4.0718784e-03 -1.2589670e-02
  5580  5.7571254e-01  1.0090746e-02  4.0695155e-03 -1.2576097e-02
  5581  5.7529159e-01  1.0079208e-02  4.0671531e-03 -1.2562511e-02
  5582  5.7487987e-01  1.0067708e-02  4.0647911e-03 -1.2548914e-02
  5583  5.7447675e-01  1.0056218e-02  4.0624297e-03 -1.2535311e-02
  5584  5.7408141e-01  1.0044746e-02  4.0600689e-03 -1.2521704e-02
  5585  5.7369316e-01  1.0033293e-02  4.0577089e-03 -1.2508096e-02
  5586  5.7331104e-01  1.0021868e-02  4.0553497e-03 -1.2494492e-02
  5587  5.7293424e-01  1.0010461e-02  4.0529914e-03 -1.2480897e-02
  5588  5.7256158e-01  9.9990720e-03  4.0506342e-03 -1.2467314e-02
  5589  5.7219227e-01  9.9877004e-03  4.0482781e-03 -1.2453748e-02
  5590  5.7182516e-01  9.9763460e-03  4.0459233e-03 -1.2440205e-02
  5591  5.7145921e-01  9.9650186e-03  4.0435698e-03 -1.2426687e-02
  5592  5.7109325e-01  9.9537079e-03  4.0412178e-03 -1.2413201e-02
  5593  5.7072643e-01  9.9424137e-03  4.0388674e-03 -1.2399751e-02
  5594  5.7035750e-01  9.9311356e-03  4.0365186e-03 -1.2386342e-02
  5595  5.6998555e-01  9.9198835e-03  4.0341717e-03 -1.2372978e-02
  5596  5.6960950e-01  9.9086470e-03  4.0318268e-03 -1.2359663e-02
  5597  5.6922840e-01  9.8974260e-03  4.0294838e-03 -1.2346402e-02
  5598  5.6884149e-01  9.8862202e-03  4.0271429e-03 -1.2333199e-02
  5599  5.6844795e-01  9.8750295e-03  4.0248042e-03 -1.2320056e-02
  5600  5.6804683e-01  9.8638635e-03  4.0224678e-03 -1.2306977e-02
  5601  5.6763768e-01  9.8527122e-03  4.0201337e-03 -1.2293965e-02
  5602  5.6721972e-01  9.8415853e-03  4.0178020e-03 -1.2281022e-02
  5603  5.6679257e-01  9.8304728e-03  4.0154728e-03 -1.2268149e-02
  5604  5.6635587e-01  9.8193744e-03  4.0131460e-03 -1.2255348e-02
  5605  5.6590933e-01  9.8082901e-03  4.0108217e-03 -1.2242621e-02
  5606  5.6545279e-01  9.7972297e-03  4.0084999e-03 -1.2229966e-02
  5607  5.6498608e-01  9.7861831e-03  4.0061806e-03 -1.2217385e-02
  5608  5.6450927e-01  9.7751603e-03  4.0038638e-03 -1.2204876e-02
  5609  5.6402261e-01  9.7641513e-03  4.0015495e-03 -1.2192439e-02
  5610  5.6352628e-01  9.7531559e-03  3.9992376e-03 -1.2180071e-02
  5611  5.6302074e-01  9.7421741e-03  3.9969281e-03 -1.2167770e-02
  5612  5.6250628e-01  9.7312160e-03  3.9946210e-03 -1.2155534e-02
  5613  5.6198358e-01  9.7202815e-03  3.9923161e-03 -1.2143360e-02
  5614  5.6145340e-01  9.7093607e-03  3.9900134e-03 -1.2131245e-02
  5615  5.6091630e-01  9.6984535e-03  3.9877128e-03 -1.2119184e-02
  5616  5.6037322e-01  9.6875701e-03  3.9854141e-03 -1.2107173e-02
  5617  5.5982497e-01  9.6767004e-03  3.9831174e-03 -1.2095208e-02
  5618  5.5927260e-01  9.6658445e-03  3.9808225e-03 -1.2083284e-02
  5619  5.5871714e-01  9.6550124e-03  3.9785293e-03 -1.2071396e-02
  5620  5.5815955e-01  9.6442043e-03  3.9762376e-03 -1.2059539e-02
  5621  5.5760093e-01  9.6334101e-03  3.9739473e-03 -1.2047707e-02
  5622  5.5704248e-01  9.6226300e-03  3.9716584e-03 -1.2035896e-02
  5623  5.5648514e-01  9.6118739e-03  3.9693706e-03 -1.2024099e-02
  5624  5.5593023e-01  9.6011320e-03  3.9670839e-03 -1.2012313e-02
  5625  5.5537875e-01  9.5904143e-03  3.9647981e-03 -1.2000531e-02
  5626  5.5483169e-01  9.5797208e-03  3.9625132e-03 -1.1988748e-02
  5627  5.5429019e-01  9.5690416e-03  3.9602290e-03 -1.1976959e-02
  5628  5.5375527e-01  9.5583767e-03  3.9579454e-03 -1.1965160e-02
  5629  5.5322786e-01  9.5477361e-03  3.9556623e-03 -1.1953347e-02
  5630  5.5270875e-01  9.5371198e-03  3.9533796e-03 -1.1941516e-02
  5631  5.5219875e-01  9.5265178e-03  3.9510973e-03 -1.1929662e-02
  5632  5.5169867e-01  9.5159401e-03  3.9488152e-03 -1.1917784e-02
  5633  5.5120905e-01  9.5053767e-03  3.9465333e-03 -1.1905876e-02
  5634  5.5073052e-01  9.4948374e-03  3.9442516e-03 -1.1893940e-02
  5635  5.5026331e-01  9.4843222e-03  3.9419700e-03 -1.1881971e-02
  5636  5.4980784e-01  9.4738210e-03  3.9396884e-03 -1.1869968e-02
  5637  5.4936432e-01  9.4633337e-03  3.9374069e-03 -1.1857931e-02
  5638  5.4893285e-01  9.4528802e-03  3.9351255e-03 -1.1845859e-02
  5639  5.4851341e-01  9.4424404e-03  3.9328441e-03 -1.1833755e-02
  5640  5.4810575e-01  9.4320140e-03  3.9305629e-03 -1.1821617e-02
  5641  5.4770973e-01  9.4216109e-03  3.9282818e-03 -1.1809446e-02
  5642  5.4732488e-01  9.4112310e-03  3.9260008e-03 -1.1797247e-02
  5643  5.4695083e-01  9.4008740e-03  3.9237201e-03 -1.1785020e-02
  5644  5.4658689e-01  9.3905297e-03  3.9214397e-03 -1.1772769e-02
  5645  5.4623238e-01  9.3802078e-03  3.9191598e-03 -1.1760496e-02
  5646  5.4588653e-01  9.3699082e-03  3.9168803e-03 -1.1748206e-02
  5647  5.4554847e-01  9.3596206e-03  3.9146014e-03 -1.1735903e-02
  5648  5.4521728e-01  9.3493547e-03  3.9123232e-03 -1.1723591e-02
  5649  5.4489192e-01  9.3391103e-03  3.9100459e-03 -1.1711275e-02
  5650  5.4457135e-01  9.3288771e-03  3.9077695e-03 -1.1698960e-02
  5651  5.4425434e-01  9.3186708e-03  3.9054941e-03 -1.1686652e-02
  5652  5.4393983e-01  9.3084783e-03  3.9032200e-03 -1.1674355e-02
  5653  5.4362654e-01  9.2983041e-03  3.9009472e-03 -1.1662074e-02
  5654  5.4331338e-01  9.2881482e-03  3.8986760e-03 -1.1649816e-02
  5655  5.4299905e-01  9.2780102e-03  3.8964063e-03 -1.1637585e-02
  5656  5.4268235e-01  9.2678888e-03  3.8941383e-03 -1.1625387e-02
  5657  5.4236211e-01  9.2577849e-03  3.8918723e-03 -1.1613227e-02
  5658  5.4203730e-01  9.2476982e-03  3.8896082e-03 -1.1601109e-02
  5659  5.4170662e-01  9.2376286e-03  3.8873463e-03 -1.1589040e-02
  5660  5.4136923e-01  9.2275757e-03  3.8850865e-03 -1.1577024e-02
  5661  5.4102407e-01  9.2175396e-03  3.8828292e-03 -1.1565066e-02
  5662  5.4067013e-01  9.2075199e-03  3.8805742e-03 -1.1553170e-02
  5663  5.4030680e-01  9.1975156e-03  3.8783217e-03 -1.1541339e-02
  5664  5.3993327e-01  9.1875276e-03  3.8760719e-03 -1.1529578e-02
  5665  5.3954892e-01  9.1775558e-03  3.8738246e-03 -1.1517889e-02
  5666  5.3915324e-01  9.1675990e-03  3.8715801e-03 -1.1506275e-02
  5667  5.3874594e-01  9.1576583e-03  3.8693383e-03 -1.1494737e-02
  5668  5.3832653e-01  9.1477327e-03  3.8670992e-03 -1.1483275e-02
  5669  5.3789507e-01  9.1378231e-03  3.8648628e-03 -1.1471891e-02
  5670  5.3745142e-01  9.1279285e-03  3.8626293e-03 -1.1460585e-02
  5671  5.3699568e-01  9.1180501e-03  3.8603984e-03 -1.1449355e-02
  5672  5.3652806e-01  9.1081859e-03  3.8581702e-03 -1.1438200e-02
  5673  5.3604900e-01  9.0983389e-03  3.8559446e-03 -1.1427119e-02
  5674  5.3555886e-01  9.0885064e-03  3.8537216e-03 -1.1416109e-02
  5675  5.3505822e-01  9.0786894e-03  3.8515011e-03 -1.1405165e-02
  5676  5.3454777e-01  9.0688891e-03  3.8492830e-03 -1.1394285e-02
  5677  5.3402839e-01  9.0591036e-03  3.8470672e-03 -1.1383464e-02
  5678  5.3350089e-01  9.0493352e-03  3.8448536e-03 -1.1372699e-02
  5679  5.3296623e-01  9.0395821e-03  3.8426421e-03 -1.1361984e-02
  5680  5.3242558e-01  9.0298464e-03  3.8404325e-03 -1.1351313e-02
  5681  5.3187996e-01  9.0201265e-03  3.8382247e-03 -1.1340680e-02
  5682  5.3133068e-01  9.0104235e-03  3.8360186e-03 -1.1330080e-02
  5683  5.3077876e-01  9.0007376e-03  3.8338140e-03 -1.1319505e-02
  5684  5.3022578e-01  8.9910692e-03  3.8316107e-03 -1.1308952e-02
  5685  5.2967274e-01  8.9814175e-03  3.8294087e-03 -1.1298410e-02
  5686  5.2912115e-01  8.9717836e-03  3.8272077e-03 -1.1287875e-02
  5687  5.2857232e-01  8.9621680e-03  3.8250077e-03 -1.1277341e-02
  5688  5.2802744e-01  8.9525697e-03  3.8228084e-03 -1.1266801e-02
  5689  5.2748778e-01  8.9429890e-03  3.8206097e-03 -1.1256248e-02
  5690  5.2695467e-01  8.9334272e-03  3.8184115e-03 -1.1245677e-02
  5691  5.2642919e-01  8.9238844e-03  3.8162137e-03 -1.1235080e-02
  5692  5.2591254e-01  8.9143589e-03  3.8140161e-03 -1.1224455e-02
  5693  5.2540576e-01  8.9048528e-03  3.8118186e-03 -1.1213796e-02
  5694  5.2490972e-01  8.8953653e-03  3.8096211e-03 -1.1203096e-02
  5695  5.2442526e-01  8.8858975e-03  3.8074235e-03 -1.1192353e-02
  5696  5.2395324e-01  8.8764475e-03  3.8052257e-03 -1.1181564e-02
  5697  5.2349430e-01  8.8670175e-03  3.8030278e-03 -1.1170724e-02
  5698  5.2304887e-01  8.8576056e-03  3.8008295e-03 -1.1159831e-02
  5699  5.2261745e-01  8.8482137e-03  3.7986309e-03 -1.1148885e-02
  5700  5.2220020e-01  8.8388409e-03  3.7964320e-03 -1.1137883e-02
  5701  5.2179736e-01  8.8294863e-03  3.7942328e-03 -1.1126826e-02
  5702  5.2140894e-01  8.8201509e-03  3.7920332e-03 -1.1115713e-02
  5703  5.2103480e-01  8.8108345e-03  3.7898333e-03 -1.1104545e-02
  5704  5.2067458e-01  8.8015371e-03  3.7876332e-03 -1.1093323e-02
  5705  5.2032787e-01  8.7922587e-03  3.7854328e-03 -1.1082050e-02
  5706  5.1999436e-01  8.7829982e-03  3.7832323e-03 -1.1070729e-02
  5707  5.1967317e-01  8.7737564e-03  3.7810317e-03 -1.1059363e-02
  5708  5.1936365e-01  8.7645321e-03  3.7788312e-03 -1.1047956e-02
  5709  5.1906490e-01  8.7553263e-03  3.7766309e-03 -1.1036512e-02
  5710  5.1877583e-01  8.7461388e-03  3.7744308e-03 -1.1025037e-02
  5711  5.1849545e-01  8.7369673e-03  3.7722312e-03 -1.1013534e-02
  5712  5.1822259e-01  8.7278147e-03  3.7700321e-03 -1.1002012e-02
  5713  5.1795600e-01  8.7186777e-03  3.7678337e-03 -1.0990476e-02
  5714  5.1769437e-01  8.7095581e-03  3.7656362e-03 -1.0978932e-02
  5715  5.1743624e-01  8.7004548e-03  3.7634397e-03 -1.0967387e-02
  5716  5.1718039e-01  8.6913674e-03  3.7612444e-03 -1.0955847e-02
  5717  5.1692522e-01  8.6822958e-03  3.7590505e-03 -1.0944322e-02
  5718  5.1666937e-01  8.6732397e-03  3.7568581e-03 -1.0932815e-02
  5719  5.1641142e-01  8.6641999e-03  3.7546673e-03 -1.0921336e-02
  5720  5.1614984e-01  8.6551742e-03  3.7524785e-03 -1.0909890e-02
  5721  5.1588344e-01  8.6461633e-03  3.7502917e-03 -1.0898484e-02
  5722  5.1561078e-01  8.6371671e-03  3.7481070e-03 -1.0887126e-02
  5723  5.1533047e-01  8.6281853e-03  3.7459247e-03 -1.0875821e-02
  5724  5.1504148e-01  8.6192179e-03  3.7437448e-03 -1.0864573e-02
  5725  5.1474248e-01  8.6102636e-03  3.7415675e-03 -1.0853390e-02
  5726  5.1443263e-01  8.6013243e-03  3.7393929e-03 -1.0842277e-02
  5727  5.1411077e-01  8.5923969e-03  3.7372210e-03 -1.0831237e-02
  5728  5.1377627e-01  8.5834842e-03  3.7350521e-03 -1.0820274e-02
  5729  5.1342822e-01  8.5745843e-03  3.7328861e-03 -1.0809391e-02
  5730  5.1306625e-01  8.5656970e-03  3.7307231e-03 -1.0798591e-02
  5731  5.1268970e-01  8.5568234e-03  3.7285632e-03 -1.0787878e-02
  5732  5.1229846e-01  8.5479624e-03  3.7264063e-03 -1.0777249e-02
  5733  5.1189227e-01  8.5391150e-03  3.7242526e-03 -1.0766707e-02
  5734  5.1147112e-01  8.5302803e-03  3.7221019e-03 -1.0756252e-02
  5735  5.1103511e-01  8.5214584e-03  3.7199542e-03 -1.0745882e-02
  5736  5.1058454e-01  8.5126494e-03  3.7178095e-03 -1.0735596e-02
  5737  5.1011981e-01  8.5038543e-03  3.7156678e-03 -1.0725391e-02
  5738  5.0964149e-01  8.4950714e-03  3.7135289e-03 -1.0715265e-02
  5739  5.0915035e-01  8.4863028e-03  3.7113928e-03 -1.0705213e-02
  5740  5.0864703e-01  8.4775466e-03  3.7092594e-03 -1.0695232e-02
  5741  5.0813267e-01  8.4688051e-03  3.7071284e-03 -1.0685315e-02
  5742  5.0760824e-01  8.4600775e-03  3.7049999e-03 -1.0675460e-02
  5743  5.0707498e-01  8.4513631e-03  3.7028736e-03 -1.0665657e-02
  5744  5.0653397e-01  8.4426630e-03  3.7007494e-03 -1.0655903e-02
  5745  5.0598674e-01  8.4339775e-03  3.6986272e-03 -1.0646190e-02
  5746  5.0543460e-01  8.4253070e-03  3.6965067e-03 -1.0636510e-02
  5747  5.0487912e-01  8.4166507e-03  3.6943877e-03 -1.0626857e-02
  5748  5.0432162e-01  8.4080098e-03  3.6922702e-03 -1.0617222e-02
  5749  5.0376383e-01  8.3993847e-03  3.6901538e-03 -1.0607599e-02
  5750  5.0320720e-01  8.3907745e-03  3.6880385e-03 -1.0597978e-02
  5751  5.0265339e-01  8.3821797e-03  3.6859240e-03 -1.0588354e-02
  5752  5.0210385e-01  8.3736014e-03  3.6838101e-03 -1.0578718e-02
  5753  5.0156007e-01  8.3650400e-03  3.6816967e-03 -1.0569062e-02
  5754  5.0102363e-01  8.3564936e-03  3.6795836e-03 -1.0559379e-02
  5755  5.0049584e-01  8.3479645e-03  3.6774706e-03 -1.0549664e-02
  5756  4.9997803e-01  8.3394530e-03  3.6753576e-03 -1.0539908e-02
  5757  4.9947154e-01  8.3309571e-03  3.6732445e-03 -1.0530106e-02
  5758  4.9897745e-01  8.3224782e-03  3.6711310e-03 -1.0520252e-02
  5759  4.9849688e-01  8.3140173e-03  3.6690171e-03 -1.0510341e-02
  5760  4.9803067e-01  8.3055736e-03  3.6669027e-03 -1.0500370e-02
  5761  4.9757972e-01  8.2971463e-03  3.6647876e-03 -1.0490334e-02
  5762  4.9714459e-01  8.2887373e-03  3.6626719e-03 -1.0480229e-02
  5763  4.9672590e-01  8.2803448e-03  3.6605554e-03 -1.0470054e-02
  5764  4.9632392e-01  8.2719708e-03  3.6584382e-03 -1.0459807e-02
  5765  4.9593896e-01  8.2636133e-03  3.6563202e-03 -1.0449487e-02
  5766  4.9557100e-01  8.2552733e-03  3.6542014e-03 -1.0439094e-02
  5767  4.9522003e-01  8.2469497e-03  3.6520818e-03 -1.0428628e-02
  5768  4.9488570e-01  8.2386434e-03  3.6499615e-03 -1.0418091e-02
  5769  4.9456771e-01  8.2303545e-03  3.6478405e-03 -1.0407485e-02
  5770  4.9426540e-01  8.2220827e-03  3.6457189e-03 -1.0396814e-02
  5771  4.9397827e-01  8.2138259e-03  3.6435968e-03 -1.0386080e-02
  5772  4.9370517e-01  8.2055869e-03  3.6414743e-03 -1.0375288e-02
  5773  4.9344541e-01  8.1973625e-03  3.6393516e-03 -1.0364442e-02
  5774  4.9319770e-01  8.1891556e-03  3.6372287e-03 -1.0353550e-02
  5775  4.9296091e-01  8.1809629e-03  3.6351058e-03 -1.0342616e-02
  5776  4.9273363e-01  8.1727861e-03  3.6329831e-03 -1.0331647e-02
  5777  4.9251453e-01  8.1646241e-03  3.6308608e-03 -1.0320652e-02
  5778  4.9230212e-01  8.1564765e-03  3.6287390e-03 -1.0309635e-02
  5779  4.9209474e-01  8.1483431e-03  3.6266179e-03 -1.0298606e-02
  5780  4.9189097e-01  8.1402236e-03  3.6244977e-03 -1.0287572e-02
  5781  4.9168898e-01  8.1321177e-03  3.6223787e-03 -1.0276543e-02
  5782  4.9148708e-01  8.1240261e-03  3.6202610e-03 -1.0265525e-02
  5783  4.9128382e-01  8.1159467e-03  3.6181448e-03 -1.0254527e-02
  5784  4.9107732e-01  8.1078800e-03  3.6160303e-03 -1.0243558e-02
  5785  4.9086604e-01  8.0998259e-03  3.6139178e-03 -1.0232625e-02
  5786  4.9064840e-01  8.0917831e-03  3.6118073e-03 -1.0221736e-02
  5787  4.9042286e-01  8.0837534e-03  3.6096991e-03 -1.0210899e-02
  5788  4.9018794e-01  8.0757345e-03  3.6075933e-03 -1.0200121e-02
  5789  4.8994217e-01  8.0677263e-03  3.6054902e-03 -1.0189408e-02
  5790  4.8968447e-01  8.0597305e-03  3.6033898e-03 -1.0178766e-02
  5791  4.8941346e-01  8.0517441e-03  3.6012923e-03 -1.0168203e-02
  5792  4.8912819e-01  8.0437699e-03  3.5991977e-03 -1.0157720e-02
  5793  4.8882775e-01  8.0358057e-03  3.5971063e-03 -1.0147326e-02
  5794  4.8851136e-01  8.0278516e-03  3.5950181e-03 -1.0137020e-02
  5795  4.8817840e-01  8.0199074e-03  3.5929331e-03 -1.0126810e-02
  5796  4.8782840e-01  8.0119742e-03  3.5908514e-03 -1.0116693e-02
  5797  4.8746105e-01  8.0040509e-03  3.5887730e-03 -1.0106675e-02
  5798  4.8707621e-01  7.9961375e-03  3.5866979e-03 -1.0096753e-02
  5799  4.8667389e-01  7.9882352e-03  3.5846261e-03 -1.0086927e-02
  5800  4.8625429e-01  7.9803420e-03  3.5825577e-03 -1.0077199e-02
  5801  4.8581775e-01  7.9724601e-03  3.5804924e-03 -1.0067563e-02
  5802  4.8536481e-01  7.9645876e-03  3.5784303e-03 -1.0058020e-02
  5803  4.8489612e-01  7.9567266e-03  3.5763712e-03 -1.0048564e-02
  5804  4.8441251e-01  7.9488754e-03  3.5743151e-03 -1.0039191e-02
  5805  4.8391496e-01  7.9410352e-03  3.5722618e-03 -1.0029897e-02
  5806  4.8340458e-01  7.9332062e-03  3.5702111e-03 -1.0020676e-02
  5807  4.8288269e-01  7.9253888e-03  3.5681630e-03 -1.0011523e-02
  5808  4.8235046e-01  7.9175830e-03  3.5661173e-03 -1.0002429e-02
  5809  4.8180952e-01  7.9097884e-03  3.5640737e-03 -9.9933883e-03
  5810  4.8126123e-01  7.9020061e-03  3.5620320e-03 -9.9843921e-03
  5811  4.8070739e-01  7.8942355e-03  3.5599921e-03 -9.9754334e-03
  5812  4.8014970e-01  7.8864779e-03  3.5579538e-03 -9.9665036e-03
  5813  4.7958967e-01  7.8787326e-03  3.5559168e-03 -9.9575932e-03
